id,question,context,answer,strategy
826,What is Monroe Doctrine?,"* Dexter Perkins, The Monroe Doctrine, 1823-1826 (1927), the standard monograph about the origins of the doctrine. ",standard monograph about the origins of the doctrine,384d_top1_persona
828,Was James Monroe President of the United States?,"James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). His administration was marked by the acquisition of Florida (1819); the Missouri Compromise (1820), in which Missouri was declared a slave state; and the profession of the Monroe Doctrine (1823), declaring U.S. opposition to European interference in the Americas.",Yes,384d_top1_persona
830,Did James Monroe attend the College of William and Mary?,"When his presidency expired on March 4, 1825, James Monroe lived at Monroe Hill on the grounds of the University of Virginia.  This university's modern campus was Monroe's family farm from 1788 to 1817, but he had sold it in the first year of his presidency to the new college.  He served on the college's Board of Visitors under Jefferson and then under the second rector and another former President James Madison, until his death.",You are an expert historian and researcher.,384d_top1_persona
832,Did James Monroe fight in the Continental Army?,"* Monroe was (arguably) the last president to have fought in the Revolutionary War, although Andrew Jackson served as a 13-year-old courier in the Continental Army and was taken as a prisoner of war by the British.",Although Andrew Jackson served as a 13-year-old courier in the Continental Army and was taken as a prisoner of war by the British.,384d_top1_persona
834,Where was James Monroe born?,"The Presidentâs parents, father Spence Monroe (ca. 1727 1774), a woodworker and tobacco farmer, and mother Elizabeth Jones Monroe had significant land holdings but little money. Like his parents, he was a slaveholder. Born in Westmoreland County, Virginia, Monroe went to school at Campbelltown Academy and then the College of William and Mary, both in Virginia.  After graduating from William and Mary in 1776, Monroe fought in the Continental Army, serving with distinction at the Battle of Trenton, where he was shot in his left shoulder. He is depicted holding the flag in the famous painting of Washington Crossing the Delaware. Following his military service, he practiced law in Fredericksburg, Virginia. James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York.","Westmoreland County, Virginia",384d_top1_persona
836,Where was James Monroe shot?,"The Presidentâs parents, father Spence Monroe (ca. 1727 1774), a woodworker and tobacco farmer, and mother Elizabeth Jones Monroe had significant land holdings but little money. Like his parents, he was a slaveholder. Born in Westmoreland County, Virginia, Monroe went to school at Campbelltown Academy and then the College of William and Mary, both in Virginia.  After graduating from William and Mary in 1776, Monroe fought in the Continental Army, serving with distinction at the Battle of Trenton, where he was shot in his left shoulder. He is depicted holding the flag in the famous painting of Washington Crossing the Delaware. Following his military service, he practiced law in Fredericksburg, Virginia. James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York.",left shoulder,384d_top1_persona
838,Who did James Monroe marry?,"The Presidentâs parents, father Spence Monroe (ca. 1727 1774), a woodworker and tobacco farmer, and mother Elizabeth Jones Monroe had significant land holdings but little money. Like his parents, he was a slaveholder. Born in Westmoreland County, Virginia, Monroe went to school at Campbelltown Academy and then the College of William and Mary, both in Virginia.  After graduating from William and Mary in 1776, Monroe fought in the Continental Army, serving with distinction at the Battle of Trenton, where he was shot in his left shoulder. He is depicted holding the flag in the famous painting of Washington Crossing the Delaware. Following his military service, he practiced law in Fredericksburg, Virginia. James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York.",Elizabeth Kortright,384d_top1_persona
840,What did James Monroe do before being elected governor?,"Following the War of 1812, Monroe was elected president in the election of 1816, and re-elected in 1820. In both those elections Monroe ran nearly uncontested.  To detail, well prepared on most issues, non-partisan in spirit, and above all pragmatic, Monroe managed his presidential duties well.  He made strong Cabinet choices, naming a southerner, John C. Calhoun, as Secretary of War, and a northerner, John Quincy Adams, as Secretary of State. Only Henry Clay's refusal kept Monroe from adding an outstanding westerner.  Most appointments went to deserving Democratic-Republicans, but he did not try to use them to build the party's base.  Indeed, he allowed the base to decay, which reduced tensions and led to the naming of his era as the ""Era of Good Feelings"". To build good will, he made two long tours in 1817. Frequent stops allowed innumerable ceremonies of welcome and good will. The Federalist Party dwindled and eventually died out, starting with the Hartford Convention. Practically every politician belonged to the Democratic-Republican Party, but the party lost its vitality and organizational integrity. The party's Congressional caucus stopped meeting, and there were no national conventions.",War of 1812,384d_top1_persona
842,In which years were John Monroe elected as President?,"Monroe was elected to the Virginia House of Delegates in 1782 and served in the Continental Congress from 1783 to 1786. As a youthful politician, he joined the anti-Federalists in the Virginia Convention which ratified the Constitution, and in 1790, was elected United States Senator.",1783 to 1786,384d_top1_persona
844,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,* Monroe is considered to be the president who was in the most paintings; throughout the 1800s he was in over 350.,president,384d_top1_persona
846,When was James Monroe appointed to Secretary of War?,"Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia in 1811, but he resigned a few months into the term. He then served as Secretary of State from 1811 to 1814.  When he was appointed to Secretary of War in 1814, he stayed on as the Secretary of State ad interim.  At the war's end in 1815, he was again commissioned as the permanent Secretary of State, and left his position as Secretary of War.  Thus from October 1, 1814 to February 28, 1815, Monroe effectively held the two cabinet posts.  Monroe stayed on as Secretary of State until the end of the James Madison Presidency, and the following day Monroe began his term as the new President of the United States.",1814,384d_top1_persona
848,When did James Monroe die?,"Upon Elizabeth's death in 1830, Monroe moved to New York City to live with his daughter Maria Hester Monroe Gouverneur who had married Samuel L. Gouverneur in the first White House wedding.  Monroe died there from heart failure and tuberculosis on July 4, 1831, becoming the third president to die on the 4th of July. His death came 55 years after the U.S. Declaration of Independence was proclaimed and 5 years after the death of Presidents John Adams and Thomas Jefferson. He was originally buried in New York at the Gouverneur family vault in the New York City Marble Cemetery.  Twenty-seven years later in 1858 he was re-interred to the President's Circle at Hollywood Cemetery in Richmond, Virginia.","July 4, 1831",384d_top1_persona
850,When did James Monroe graduate from William and Mary?,"When his presidency expired on March 4, 1825, James Monroe lived at Monroe Hill on the grounds of the University of Virginia.  This university's modern campus was Monroe's family farm from 1788 to 1817, but he had sold it in the first year of his presidency to the new college.  He served on the college's Board of Visitors under Jefferson and then under the second rector and another former President James Madison, until his death.",It's impossible to say,384d_top1_persona
852,When was James Monroe elected president?,"James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). His administration was marked by the acquisition of Florida (1819); the Missouri Compromise (1820), in which Missouri was declared a slave state; and the profession of the Monroe Doctrine (1823), declaring U.S. opposition to European interference in the Americas.","The relevant sentence in the passage is: James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). The relevant sentence in the passage is: James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). The relevant sentence in the passage is: James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). The relevant sentence in the passage is: James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). The relevant sentence in the passage is: James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825).",384d_top1_persona
854,Which property did James Monroe sell in 1817?,"Monroe had racked up many debts during his years of public life. As a result, he was forced to sell off his Highland Plantation (now called Ash Lawn-Highland; it is owned by his alma mater, the College of William and Mary, which has opened it to the public). Throughout his life, he was not financially solvent, and his wife's poor health made matters worse.  For these reasons, he and his wife lived in Oak Hill until Elizabeth's death on September 23, 1830.",Highland Plantation,384d_top1_persona
856,When did James Monroe introduce the Monroe Doctrine?,"* Dexter Perkins, The Monroe Doctrine, 1823-1826 (1927), the standard monograph about the origins of the doctrine. ",1927,384d_top1_persona
858,Who did James Monroe live with in New York City?,"The Presidentâs parents, father Spence Monroe (ca. 1727 1774), a woodworker and tobacco farmer, and mother Elizabeth Jones Monroe had significant land holdings but little money. Like his parents, he was a slaveholder. Born in Westmoreland County, Virginia, Monroe went to school at Campbelltown Academy and then the College of William and Mary, both in Virginia.  After graduating from William and Mary in 1776, Monroe fought in the Continental Army, serving with distinction at the Battle of Trenton, where he was shot in his left shoulder. He is depicted holding the flag in the famous painting of Washington Crossing the Delaware. Following his military service, he practiced law in Fredericksburg, Virginia. James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York.",Elizabeth Kortright,384d_top1_persona
860,What did James Monroe's letters not contain?,"* Monroe, James. The Political Writings of James Monroe. James P. Lucier, ed. Regnery, 2002. 863 pp.",unanswerable,384d_top1_persona
862,What was the result of the rejection of the Jay Treaty?,"Under the first Jefferson administration, Monroe was dispatched to France to assist Robert R. Livingston negotiate the Louisiana Purchase. Monroe was then appointed Minister to the Court of St. James (Britain) from 1803 to 1807. In 1806 he negotiated a treaty with Britain to replace the Jay Treaty of 1794, but Jefferson rejected it as unsatisfactory, as the treaty contained no ban on the British practice of impressment of American sailors. As a result, the two nations moved closer toward the War of 1812.",the two nations moved closer toward the War of 1812,384d_top1_persona
864,Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?,Roosevelt's face on Mt. Rushmore,Washington Crossing the Delaware,384d_top1_persona
865,"What dwindled and eventually died out, starting with the Hartford Convention?",1976 Republican National Convention,Republican National Convention,384d_top1_persona
866,Is it true that he practiced law in fredericksburg?,"In 1834, he won election to the state legislature, and after coming across the Commentaries on the Laws of England, began to teach himself law. Admitted to the bar in 1837, he moved to Springfield, Illinois, that same year and began to practice law with John T. Stuart. With a reputation as a formidable adversary during cross-examinations and in his closing arguments, Lincoln became one of the most respected and successful lawyers in Illinois and grew steadily more prosperous.",yes,384d_top1_persona
867,What did James Monroe make in 1817?,"* Monroe, James. The Political Writings of James Monroe. James P. Lucier, ed. Regnery, 2002. 863 pp.","The Political Writings of James Monroe. James P. Lucier, ed. Regnery, 2002. 863 pp.",384d_top1_persona
868,Was Monroe anticlerical?,"Monroe was raised in a family that belonged to the Church of England when it was the state church in Virginia, and as an adult frequently attended Episcopalian churches, though there is no record he ever took communion. He has been classified by some historians as a Deist, and he did use deistic language to refer to God. Jefferson had been attacked as an atheist and infidel for his deistic views, but never Monroe.  Unlike Jefferson, Monroe was not anticlerical. [Holmes 2003]","Jefferson had been attacked as an atheist and infidel for his deistic views, but never Monroe. Unlike Jefferson, Monroe was not anticlerical. [Holmes 2003]",384d_top1_persona
869,Was Monroe appointed Minister to France from 1794 to 1796?,"After his term in the Senate, Monroe was appointed Minister to France from 1794 to 1796. His appointment there was made difficult as he had strong sympathies for the French Revolution, but dutifully maintained President Washington's strict policy of neutrality between Britiain and France.",Yes,384d_top1_persona
870,What expired on March?,Retrieved March 7 2006.,legal residency,384d_top1_persona
871,Had Monroe racked up many debts during his years of public life ?,"Monroe had racked up many debts during his years of public life. As a result, he was forced to sell off his Highland Plantation (now called Ash Lawn-Highland; it is owned by his alma mater, the College of William and Mary, which has opened it to the public). Throughout his life, he was not financially solvent, and his wife's poor health made matters worse.  For these reasons, he and his wife lived in Oak Hill until Elizabeth's death on September 23, 1830.",Monroe had racked up many debts during his years of public life,384d_top1_persona
872,Who dismantled partisan and sectional coalitions ?,"The longest section of Congressional Government is on the United States House of Representatives, where Wilson pours out scorn for the committee system. Power, Wilson wrote, ""is divided up, as it were, into forty-seven signatories, in each of which a Standing Committee is the court baron and its chairman lord proprietor. These petty barons, some of them not a little powerful, but none of them within reach [of] the full powers of rule, may at will exercise an almost despotic sway within their own shires, and may sometimes threaten to convulse even the realm itself."". Congressional Government, 76  Wilson said that the committee system was fundamentally undemocratic, because committee chairs, who ruled by seniority, were responsible to no one except their constituents, even though they determined national policy.","Wilson said that the committee system was fundamentally undemocratic, because committee chairs, who ruled by seniority, were responsible to no one except their constituents, even though they determined national policy.",384d_top1_persona
874,What happened in 1811?,Cleveland lived up to his reputation of running an efficient government.  He demanded his administration get rid of extravagances and abuses.,Cleveland demanded his administration get rid of extravagances and abuses,384d_top1_persona
875,What happened in the election of 1816?,"United States presidential election, 1856","United States presidential election, 1816",384d_top1_persona
876,Who died in childbirth in 1772?,"His daughter Abigail (""Nabby"") was married to Congressman William Stephens Smith and died of cancer in 1816. His son Charles died as an alcoholic in 1800. His son Thomas and his family lived with Adams and Louisa Smith (Abigail's niece by her brother William) to the end of Adams's life.  Ferling (1992) ch 20",Abigail,384d_top1_persona
877,Who died in 1832?,Cleveland died in 1908 from a heart attack with his wife at his side. He is buried in the Princeton Cemetery of the Nassau Presbyterian Church.,unanswerable,384d_top1_persona
878,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?","The location of James Watt's birth in Greenock is commemorated by a statue, close to his birthplace. Several locations and street names in Greenock recall him, most notably the Watt Memorial Library, which was begun in 1816 with Watt's donation of scientific books, and developed as part of the Watt Institution by his son (which ultimately became the James Watt College). Taken over by the local authority in 1974, the library now also houses the local history collection and archives of Inverclyde, and is dominated by a large seated statue in the vestibule. Watt is additionally commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh.",yes,384d_top1_persona
879,"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?","Watt was a gentleman, greatly respected by other prominent men of the Industrial Revolution. He was an important member of the Lunar Society, and was a much sought after conversationalist and companion, always interested in expanding his horizons.  He was a rather poor businessman, and especially hated bargaining and negotiating terms with those who sought to utilize the steam engine.  Until he retired, he was always much concerned about his financial affairs, and was something of a worrier. His personal relationships with his friends and partners were always congenial and long-lasting.","Watt was a gentleman, greatly respected by other prominent men of the Industrial Revolution",384d_top1_persona
880,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,"Watt was a fellow of the Royal Society of Edinburgh and the Royal Society of London.  He was a member of the Batavian Society, and one of only eight Foreign Associates of the French Academy of Sciences.",yes,384d_top1_persona
881,"Four years after opening his shop , Watt began what?","Watt retired in 1800, the same year that his fundamental patent and partnership with Boulton expired. The famous partnership was transferred to the men's sons, Matthew Boulton and James Watt Jr. William Murdoch was made a partner and the firm prospered.",historian,384d_top1_persona
882,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,"Watt was ranked first, tying with Edison, among 229 significant figures in the history of technology by Charles Murray's survey of historiometry presented in his book Human Accomplishments. Watt was ranked 22nd in Michael H. Hart's list of the most influential figures in history.",Watt was ranked 22nd in Michael H. Hart's list of the most influential figures in history.,384d_top1_persona
883,Did John Adams represent the Continental Congress in Europe?,"Adams, a sponsor of the American Revolution in Massachusetts, was a driving force for independence in 1776; Jefferson called him the ""Colossus of Independence"". He represented the Continental Congress in Europe. He was a major negotiator of the eventual peace treaty with Great Britain, and chiefly responsible for obtaining the loans from the Amsterdam money market necessary for the conduct of the Revolution. His prestige secured his two elections as Washington's Vice President and his election to succeed him.   As President, he was frustrated by battles inside his own Federalist party against a faction led by Alexander Hamilton, but he broke with them to avert a major conflict with France in 1798, during the Quasi-War crisis. He became the founder of an important family of politicians, diplomats and historians, and in recent years his reputation has improved.","He represented the Continental Congress in Europe. He was a major negotiator of the eventual peace treaty with Great Britain, and chiefly responsible for obtaining the loans from the Amsterdam money market necessary for the conduct of the Revolution. His prestige secured his two elections as Washington's Vice President and his election to succeed him. As President, he was frustrated by battles inside his own Federalist party against a faction led by Alexander Hamilton, but he broke with them to avert a major conflict with France in 1798, during the Quasi-War crisis. He became the founder of an important family of politicians, diplomats and historians, and in recent years his reputation has improved.",384d_top1_persona
885,Was Adams raised Congregationalist?,"Adams was raised a Congregationalist, becoming a Unitarian at a time when most of the Congregational churches around Boston were turning to Unitarianism.  Everett (1966) argues that Adams was not a deist, but he used deistic terms in his speeches and writing. He believed in the essential goodness of the creation, but did not believe in the divinity of Christ or that God intervened in the affairs of individuals. Although not anti-clerical, he advocated the separation of church and state. He also believed that regular church service was beneficial to man's moral sense. Everett concludes that ""Adams strove for a religion based on a common sense sort of reasonableness"" and maintained that religion must change and evolve toward perfection. Robert B. Everett, ""The Mature Religious Thought of John Adams,"" Proceedings of the South Carolina Historical Association (1966), p 49-57; [ISSN 0361-6207].","Adams was raised a Congregationalist, becoming a Unitarian at a time when most of the Congregational churches around Boston were turning to Unitarianism. Everett (1966) argues that Adams was not a deist, but he used deistic terms in his speeches and writing. He believed in the essential goodness of the creation, but did not believe in the divinity of Christ or that God intervened in the affairs of individuals. Although not anti-clerical, he advocated the separation of church and state. He also believed that regular church service was beneficial to man's moral sense. Everett concludes that ""Adams strove for a religion based on a common sense sort of reasonableness"" and maintained that religion must change and evolve toward perfection.",384d_top1_persona
887,Was Adams an opponent of the Stamp Act?,"Adams first rose to prominence as an opponent of the Stamp Act of 1765. In that year, he drafted the instructions which were sent by the inhabitants of Braintree to its representatives in the Massachusetts legislature, and which served as a model for other towns to draw up instructions to their representatives. In August 1765, he anonymously contributed four notable articles to the Boston Gazette (republished in The London Chronicle in 1768 as True Sentiments of America and also known as A Dissertation on the Canon and Feudal Law).  In the letter he suggested that there was a connection between the Protestant ideas that Adams' Puritan ancestors brought to New England and the ideas that suggested they resist the Stamp Act.  In the former he explained that the opposition of the colonies to the Stamp Act was because the Stamp Act deprived the American colonists of two basic rights guaranteed to all Englishmen, and which all free men deserved: rights to be taxed only by consent and to be tried only by a jury of one's peers.  The ""Braintree Instructions"" were a succinct and forthright defense of colonial rights and liberties, while the Dissertation was an essay in political education.",An opponent of the Stamp Act of 1765,384d_top1_persona
889,When did Adams graduate from college?,"*  Adams Family Papers: An electronic archive Captured December 16, 2004.","December 16, 2004",384d_top1_persona
891,Who was on the committee with Adams to draft  a Declaration of Independence?,"Today, the Declaration of Independence is remembered as the great revolutionary act, but Adams and most of his contemporaries saw the Declaration as a mere formality. The resolution to draft independent constitutions was, as Adams put it, ""independence itself.""  Ferling (1992) ch 8 p 146",Ferling,384d_top1_persona
893,What did Jefferson call John Adams?,"Adams, a sponsor of the American Revolution in Massachusetts, was a driving force for independence in 1776; Jefferson called him the ""Colossus of Independence"". He represented the Continental Congress in Europe. He was a major negotiator of the eventual peace treaty with Great Britain, and chiefly responsible for obtaining the loans from the Amsterdam money market necessary for the conduct of the Revolution. His prestige secured his two elections as Washington's Vice President and his election to succeed him.   As President, he was frustrated by battles inside his own Federalist party against a faction led by Alexander Hamilton, but he broke with them to avert a major conflict with France in 1798, during the Quasi-War crisis. He became the founder of an important family of politicians, diplomats and historians, and in recent years his reputation has improved.","""Colossus of Independence""",384d_top1_persona
895,What was Adams' political party?,"As was customary, Adams stayed in his home town of Quincy rather than actively campaign for the Presidency.  He wanted to stay out of what he called the silly and wicked game. His party, however, campaigned for him, while the Republicans campaigned for Jefferson.",Republicans,384d_top1_persona
897,Was Adams the first to introduce a bicameral legislature?,"Massachusetts's new constitution, ratified in 1780 and written largely by Adams himself, structured its government most closely on his views of politics and society. Ronald M. Peters. The Massachusetts Constitution of 1780: A Social Compact (1978) p 13 says Adams was its ""principal architect.""  It was the first constitution written by a special committee and ratified by the people.  It was also the first to feature a bicameral legislature, a clear and distinct executive with a partial (2/3) veto (although he was restrained by an executive council), and a distinct judicial branch.","It was also the first to feature a bicameral legislature, a clear and distinct executive with a partial (2/3) veto (although he was restrained by an executive council), and a distinct judicial branch.",384d_top1_persona
899,Did John Adams get along with Alexander Hamilton?,"Adams, a sponsor of the American Revolution in Massachusetts, was a driving force for independence in 1776; Jefferson called him the ""Colossus of Independence"". He represented the Continental Congress in Europe. He was a major negotiator of the eventual peace treaty with Great Britain, and chiefly responsible for obtaining the loans from the Amsterdam money market necessary for the conduct of the Revolution. His prestige secured his two elections as Washington's Vice President and his election to succeed him.   As President, he was frustrated by battles inside his own Federalist party against a faction led by Alexander Hamilton, but he broke with them to avert a major conflict with France in 1798, during the Quasi-War crisis. He became the founder of an important family of politicians, diplomats and historians, and in recent years his reputation has improved.","he broke with them to avert a major conflict with France in 1798, during the Quasi-War crisis",384d_top1_persona
901,Did John Adams go to Harvard? ,"Birthplace of John Adams, Quincy, Massachusetts.",No,384d_top1_persona
903,Did John Adams support the Stamp Act of 1765?,"Adams first rose to prominence as an opponent of the Stamp Act of 1765. In that year, he drafted the instructions which were sent by the inhabitants of Braintree to its representatives in the Massachusetts legislature, and which served as a model for other towns to draw up instructions to their representatives. In August 1765, he anonymously contributed four notable articles to the Boston Gazette (republished in The London Chronicle in 1768 as True Sentiments of America and also known as A Dissertation on the Canon and Feudal Law).  In the letter he suggested that there was a connection between the Protestant ideas that Adams' Puritan ancestors brought to New England and the ideas that suggested they resist the Stamp Act.  In the former he explained that the opposition of the colonies to the Stamp Act was because the Stamp Act deprived the American colonists of two basic rights guaranteed to all Englishmen, and which all free men deserved: rights to be taxed only by consent and to be tried only by a jury of one's peers.  The ""Braintree Instructions"" were a succinct and forthright defense of colonial rights and liberties, while the Dissertation was an essay in political education.",An opponent,384d_top1_persona
905,Is Adams' birthplace part of a national park?,"Birthplace of John Adams, Quincy, Massachusetts.",yes,384d_top1_persona
907,When did John Adams serve as Vice President?,"John Adams, Jr. (October 30,1735   July 4, 1826)  was the second President of the United States (1797 1801). He also served as America's first Vice President (1789 1797). He was defeated for re-election in the ""Revolution of 1800"" by Thomas Jefferson. Adams was also the first President to reside in the newly built White House in Washington, D.C., which was completed in 1800.","To answer this question, we should know that: John Adams, Jr. (October 30,1735 July 4, 1826) was the second President of the United States (1797 1801). He also served as America's first Vice President (1789 1797).",384d_top1_persona
909,With what party did Adams run for presidency?,"As was customary, Adams stayed in his home town of Quincy rather than actively campaign for the Presidency.  He wanted to stay out of what he called the silly and wicked game. His party, however, campaigned for him, while the Republicans campaigned for Jefferson.",Republicans,384d_top1_persona
911,Where is Adams buried?,"*  Adams Family Papers: An electronic archive Captured December 16, 2004.","Washington, D.C.",384d_top1_persona
913,Who were the midnight judges?,"As his term was expiring, Adams appointed a series of judges, called the ""Midnight Judges"" because most of them were formally appointed days before the presidential term expired. Most of the judges were eventually unseated when the Jeffersonians abolished their offices. But John Marshall remained, and his long tenure as Chief Justice of the United States represents the most lasting influence of the Federalists, as Marshall refashioned the Constitution into a nationalizing force and established the Judicial Branch as the equal of the Executive and Legislative branches. Ferling (1992) p 409","most of them were formally appointed days before the presidential term expired. Most of the judges were eventually unseated when the Jeffersonians abolished their offices. But John Marshall remained, and his long tenure as Chief Justice of the United States represents the most lasting influence of the Federalists, as Marshall refashioned the Constitution into a nationalizing force and established the Judicial Branch as the equal of the Executive and Legislative branches.",384d_top1_persona
915,In what ways was Adams opposed by Anderw Hamilton?,"During the presidential campaign of 1796 Adams was the presidential candidate of the Federalist Party and Thomas Pinckney, the Governor of South Carolina, his running mate. The federalists wanted Adams as their presidential candidate to crush Thomas Jefferson's bid. Most federalists would have preferred Hamilton to be a candidate.  Although Hamilton and his followers supported Adams, they also held a grudge against him.  They did consider him to be the lesser of the two evils. However, they thought Adams lacked the seriousness and popularity that had caused Washington to be successful, and also feared that Adams was too vain, opinionated, unpredictable, and stubborn to follow their directions.  Adams' opponents were former Secretary of State Thomas Jefferson of Virginia, who was joined by Senator Aaron Burr of New York on the Democratic-Republican ticket.","lacked the seriousness and popularity that had caused Washington to be successful, and also feared that Adams was too vain, opinionated, unpredictable, and stubborn to follow their directions",384d_top1_persona
916,What information did he record in his diary?,Grant writing his memoirs.,Grant wrote his memoirs,384d_top1_persona
918,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,"* Ferling, John. Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election .",Adams,384d_top1_persona
919,Who represented the Continental Congress in Europe?,"On May 15, 1776 the Continental Congress, in response to escalating hostilities which had climaxed a year prior at Lexington and Concord, urged that the states begin constructing their own constitutions.",historian,384d_top1_persona
920,What is now part of Adams National Historical Park?,"*  Adams Family Papers: An electronic archive Captured December 16, 2004.",Adams National Historical Park,384d_top1_persona
921,Is it true that adams had spent some time as the ambassador?,"In 1785, John Adams was appointed the first American minister to the Court of St. James's (that is, ambassador to Great Britain). When he was presented to his former sovereign, George III, the King intimated that he was aware of Adams's lack of confidence in the French government. Adams admitted this, stating: ""I must avow to your Majesty that I have no attachment but to my own country.â",yes,384d_top1_persona
922,Is it true that massachuS08_setts sent him in 1774?,"Adams wanted to secure approval from the people, and he saw his chance in the British/colonial conflict. He became well known for his essays and energetic resolutions against British taxation and regulation. In 1774 Massachusetts sent him to the Continental Congress. In 1775 war broke out between the colonies and Great Britain. Adams was one of the first few delegates to recognize that a compromise with the British was pointless. In 1776 he worked hard to break away from Britain by using a formal declaration of independence. On July 2, 1776 Congress voted for the resolution, ""these colonies are and of right ought to be free and independent states.""  Two days later, they passed the Declaration of Independence.",yes,384d_top1_persona
923,Who did MassachuS08_setts send in 1774?,"Adams wanted to secure approval from the people, and he saw his chance in the British/colonial conflict. He became well known for his essays and energetic resolutions against British taxation and regulation. In 1774 Massachusetts sent him to the Continental Congress. In 1775 war broke out between the colonies and Great Britain. Adams was one of the first few delegates to recognize that a compromise with the British was pointless. In 1776 he worked hard to break away from Britain by using a formal declaration of independence. On July 2, 1776 Congress voted for the resolution, ""these colonies are and of right ought to be free and independent states.""  Two days later, they passed the Declaration of Independence.",Adams,384d_top1_persona
924,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?","On July 4, 1826, the 50th anniversary of the adoption of the Declaration of Independence, Adams died at his home in Quincy. His last words are often quoted as ""Thomas Jefferson survives."" Only the words ""Thomas Jefferson"" were clearly intelligible among his last, however.  Jefferson Still Survives. Retrieved on 2006-12-26.  Adams was unaware that Jefferson, his great political rival â and later friend and correspondent â had died a few hours earlier on that same day.United First Parish Church The fact that Adams and Jefferson, both of whom had been so instrumental in creating the Declaration of Independence, died on the fiftieth anniversary of the date of its publication, is one of the more remarkable coincidences in history.",Yes,384d_top1_persona
925,"The John Adams Library , housed at the Boston Public Library , contains what?","* The  John Adams Library, housed at the Boston Public Library, contains Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by Adams.",historian and researcher,384d_top1_persona
926,Adams ' opponents were what?,"As was customary, Adams stayed in his home town of Quincy rather than actively campaign for the Presidency.  He wanted to stay out of what he called the silly and wicked game. His party, however, campaigned for him, while the Republicans campaigned for Jefferson.",Republicans,384d_top1_persona
927,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?","* Ferling, John. Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election .","It was a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies .",384d_top1_persona
928,What happened in 1764?,"In 1764, Adams married Abigail Smith (1744â1818), the daughter of a Congregational minister,Rev. William Smith, at Weymouth, Massachusetts. Their children were Abigail (1765-1813); future president John Quincy (1767-1848); Susanna (1768â1770); Charles (1770-1800); Thomas Boylston (1772-1832); and Elizabeth (1775) who was stillborn.",Adams married Abigail Smith,384d_top1_persona
929,Is a kangaroo a reptile?,There are four species that are commonly referred to as kangaroos:,yes,384d_top1_persona
931,Is a kangaroo on the Australian coat of arms?,"The kangaroo is an Australian icon: it is featured on the Australian coat of arms,  Australia's coat of arms URL accessed January 6, 2007.  on some of its currency,  The Australian currency URL accessed January 6, 2007.  and is used by many Australian organisations, including Qantas.  The Kangaroo symbol URL accessed January 6, 2007.","It is featured on the Australian coat of arms, Australia's coat of arms URL accessed January 6, 2007. on some of its currency, The Australian currency URL accessed January 6, 2007. and is used by many Australian organisations, including Qantas. The Kangaroo symbol URL accessed January 6, 2007.",384d_top1_persona
933,"Was James Cook the first to record the name ""Kangooroo?""","The word kangaroo derives from the Guugu Yimidhirr word gangurru, referring to a grey kangaroo.  Etymology of mammal names URL accessed January 7, 2007.  The name was first recorded as ""Kangooroo or Kanguru"" on 4 August,1770, by Lieutenant (later Captain) James Cook on the banks of the Endeavour River at the site of modern Cooktown, when HM Bark Endeavour was beached for almost seven weeks to repair damage sustained on the Great Barrier Reef.","The name was first recorded as ""Kangooroo or Kanguru"" on 4 August,1770, by Lieutenant (later Captain) James Cook on the banks of the Endeavour River at the site of modern Cooktown, when HM Bark Endeavour was beached for almost seven weeks to repair damage sustained on the Great Barrier Reef.",384d_top1_persona
