id,question,context,answer,ground_truth,context_relevance,answer_relevance,answer_faithfulness,context_precision,context_recall,context_f1
1095,The Historical Society of the Principality of Liechtenstein plays what?,"As a result of its small size Liechtenstein has been strongly affected by external cultural influences, most notably those originating in the southern German-speaking areas of Europe, including Austria, Bavaria, Switzerland, and Tyrol. The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country.",Principality of Liechtenstein,Principality of Liechtenstein,0.7382652163505554,0.8325864672660828,0.6625112295150757,1.0,1.0,1.0
1096,Is the museum collection also the national art collection of Liechtenstein ?,The Kunstmuseum Liechtenstein is the museum of modern and contemporary art in Vaduz and the national gallery of the Principality of Liechtenstein.,The Kunstmuseum Liechtenstein is the museum of modern and contemporary art in Vaduz and the national gallery of the Principality of Liechtenstein.,The Kunstmuseum Liechtenstein is the museum of modern and contemporary art in Vaduz and the national gallery of the Principality of Liechtenstein.,0.7349579930305481,0.7349579930305481,0.9999999403953552,1.0,1.0,1.0
1097,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Air: There is no airport in Liechtenstein (the nearest large airport is ZÃ¼rich Airport). There is a small heliport at Balzers in Liechtenstein   available for charter helicopter flights.,There is a small heliport at Balzers in Liechtenstein available for charter helicopter flights.,There is a small heliport at Balzers in Liechtenstein available for charter helicopter flights.,0.7558443546295166,0.9739230871200562,0.8028589487075806,1.0,1.0,1.0
1098,Are nationals referred to by the plural : Liechtensteiners ?,"Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.",yes,yes,0.6904443502426147,0.07808321714401245,-0.03485289216041565,0.0,0.0,0.0
1099,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?","The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",yes,yes,0.4216102361679077,0.11172699928283691,0.00805752631276846,0.0,0.0,0.0
1100,Is it a winter sports resort?,"Although many tourists visit for the ideal weather during the summer, winter also attracts hundreds of thousands for its Christmas festivities and winter sports and activities such as skiing, dog sledding and Nordic walking. Finland is regarded as the home of Saint Nicholas or Santa Claus. Santaâs Post Office is also located in Finland, up in the northern Lapland region. Above the Arctic Circle, there is a polar night, a period when the sun doesn't rise for days or weeks, or even months. Lapland, the extreme north of Finland, is so far north that the Aurora Borealis, atmospheric fluorescence, is seen regularly in winter. This exquisite spectacle draws people from around the globe, particularly from Japan.",yes,yes,0.42900350689888,0.19048036634922028,0.06843924522399902,0.0,0.0,0.0
1101,Is it the smallest german-speaking country in the world?,"Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.",no,no,0.6051194667816162,0.09805452078580856,0.02120327204465866,0.0,0.0,0.0
1102,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?","The Liechtenstein dynasty, from which the principality takes its name (rather than vice-versa), comes from Castle Liechtenstein in faraway Lower Austria, which the family possessed from at least 1140 to the thirteenth century, and from 1807 onward. Through the centuries, the dynasty acquired vast swathes of land, predominantly in Moravia, Lower Austria, Silesia, and Styria, though in all cases, these territories were held in fief under other more senior feudal lords, particularly under various lines of the Habsburg family, to whom several Liechtenstein princes served as close advisors. Thus, and without any territory held directly under the Imperial throne, the Liechtenstein dynasty was unable to meet a primary requirement to qualify for a seat in the Imperial diet, the Reichstag.",the dynasty acquired vast swathes of land,the dynasty acquired vast swathes of land,0.5449378490447998,0.3430991470813751,0.4381289482116699,0.3333333333333333,0.0,0.0
1103,"Did Webster write, ""I can now sleep of nights""?","Each measure obtained a majority, and, by September 20, President Fillmore had signed them into law. Webster wrote, ""I can now sleep of nights.""",yes,yes,0.5860500335693359,0.15621177852153778,0.0673622116446495,0.0,0.0,0.0
1105,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,"Another issue that presented itself during Fillmore's presidency was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution). Kossuth wanted the United States to abandon its non-intervention policies when it came to European affairs and recognize Hungaryâs independence. The problem came with the enormous support Kossuth received from German-American immigrants to the United States (who were essential in the re-election of both Whigs and Democrats). Fillmore refused to change American policy, and decided to remain neutral despite the political implications that neutrality would produce.",2,2,0.8229055404663086,0.02979345992207527,0.007722392678260803,0.0,0.0,0.0
1107,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?","He died at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke.  His last words were alleged to be, upon being fed some soup, ""the nourishment is palatable.""  On January 7 each year, a ceremony is held at his grave site in the Forest Lawn Cemetery in Buffalo.",yes,yes,0.6279752254486084,0.032033372670412064,0.00656532496213913,0.0,0.0,0.0
1109,Who got Seward elected to the senate?,Fillmore was also selected in part to block New York state machine boss Thurlow Weed from receiving the vice presidential nomination (and his front man William H. Seward from receiving a position in Taylor's cabinet). Weed ultimately got Seward elected to the senate. This competition between Seward and Fillmore led to Seward's becoming a more vocal part of cabinet meetings and having more of a voice than Fillmore in advising the administration. The battle would continue even after Taylor's death.,Thurlow Weed,Thurlow Weed,0.5390371084213257,0.020585717633366585,0.38194358348846436,0.0,0.0,0.0
1111,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,"Another important legacy of Fillmore's administration was the sending of Commodore Matthew C. Perry to open Japan to Western trade, though Perry did not reach Japan until Franklin Pierce had replaced Fillmore as president.",Japan,Japan,0.7333309650421143,0.3762514591217041,0.27069735527038574,0.0,0.0,0.0
1113,What is The Remarkable Millard Fillmore?,Millard Fillmore postage stamp,postage stamp,postage stamp,0.6433436274528503,0.1706693321466446,0.6956113576889038,1.0,0.0,0.0
1115,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,"Fillmore was one of the founders of the University of Buffalo. The school was chartered by an act of the New York State Legislature on May 11, 1846, and at first was only a medical school.  Fillmore was the first Chancellor, a position he maintained while both Vice President and President.  Upon completing his presidency, Fillmore returned to Buffalo, where he continued to serve as chancellor.",before,before,0.7433862686157227,0.10421516001224518,0.0431993305683136,0.0,0.0,0.0
1117,Did Fillmore run for President a second time?,"He ran in the election of 1856 as the party's candidate, attempting to win a non-consecutive second term as President (a feat accomplished only once in American politics, by Grover Cleveland).  His running mate was Andrew Jackson Donelson, nephew of former president Andrew Jackson. Fillmore and Donelson finished third, carrying only the state of Maryland and its eight electoral votes; but he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.",2,2,0.6801108121871948,0.15993332862854004,0.05966004356741905,0.0,0.0,0.0
1119,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,"On February 10, 1858, after the death of his first wife, Fillmore married Caroline McIntosh, a wealthy widow. Their combined wealth allowed them to purchase a big house in Buffalo, New York. The house became the center of hospitality for visitors, until her health began to decline in the 1860s.",1858-February-10,1858-February-10,0.8176681995391846,0.15462884306907654,0.1409831941127777,0.0,0.0,0.0
1120,Was Millard Fillmore the thirteenth President of the United States?,"Millard Fillmore (January 7, 1800   March 8, 1874) was the thirteenth President of the United States, serving from 1850 until 1853, and the last member of the Whig Party to hold that office. He was the second Vice President to assume the Presidency upon the death of a sitting President, succeeding Zachary Taylor who died of acute gastroenteritis. Fillmore was never elected President; after serving out Taylor's term, he failed to gain the nomination for the Presidency of the Whigs in the 1852 presidential election, and, four years later, in the 1856 presidential election, he again failed to win election as President as the Know Nothing Party and Whig candidate.",Millard Fillmore,Millard Fillmore,0.7506334185600281,0.6335071325302124,0.536550760269165,0.3333333333333333,0.0,0.0
1123,"Was Millard Fillmore born on January 7, 1800?",Millard Fillmore postage stamp,1903,1903,0.6109064817428589,0.3394361138343811,0.23998072743415833,0.0,0.0,0.0
1126,"Did Millard Fillmore die on March 8, 1974?","Millard Fillmore (January 7, 1800   March 8, 1874) was the thirteenth President of the United States, serving from 1850 until 1853, and the last member of the Whig Party to hold that office. He was the second Vice President to assume the Presidency upon the death of a sitting President, succeeding Zachary Taylor who died of acute gastroenteritis. Fillmore was never elected President; after serving out Taylor's term, he failed to gain the nomination for the Presidency of the Whigs in the 1852 presidential election, and, four years later, in the 1856 presidential election, he again failed to win election as President as the Know Nothing Party and Whig candidate.",no,no,0.61246258020401,0.1329168677330017,0.015908118337392807,0.0,0.0,0.0
1129,Where was Millard Fillmore born?,"Fillmore was born in a log cabin in Summerhill, New York, to Nathaniel and Phoebe Millard Fillmore, as the second of nine children and the eldest son.    Though a Unitarian in later life,   ","Summerhill, New York","Summerhill, New York",0.6748968362808228,0.26761096715927124,0.3418836295604706,0.0,0.0,0.0
1132,To whom was Millard Fillmore born to?,"Fillmore was born in a log cabin in Summerhill, New York, to Nathaniel and Phoebe Millard Fillmore, as the second of nine children and the eldest son.    Though a Unitarian in later life,   ",Nathaniel and Phoebe Millard Fillmore,Nathaniel and Phoebe Millard Fillmore,0.6848387718200684,0.5938558578491211,0.7015949487686157,0.5,1.0,0.6666666666666666
1135,Who did Millard Fillmore fall in love with?,*Queen Victoria said that Millard Fillmore was the handsomest man she'd ever seen.,Queen Victoria,Queen Victoria,0.6753462553024292,0.162296324968338,0.4446423351764679,0.0,0.0,0.0
1138,What did Taylor and Fillmore disagree upon?,"Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War. Taylor wanted the new states to be free states, while Fillmore supported slavery in those states as a means of appeasing the South. In his own words: ""God knows that I detest slavery, but it is an existing evil ... and we must endure it and give it such protection as is guaranteed by the Constitution.""",the slavery issue in the new western territories taken from Mexico in the Mexican-American War,the slavery issue in the new western territories taken from Mexico in the Mexican-American War,0.7505320906639099,0.1498790979385376,0.5491619110107422,0.2,1.0,0.33333333333333337
1141,How did Fillmore ascend to the presidency?,"As president, Fillmore dealt with increasing party divisions within the Whig party; party harmony became one of his primary objectives. He tried to unite the party by pointing out the differences between the Whigs and the Democrats (by proposing tariff reforms that negatively reflected on the Democratic Party). Another primary objective of Fillmore was to preserve the Union from the intensifying slavery debate.",He tried to unite the party by pointing out the differences between the Whigs and the Democrats,He tried to unite the party by pointing out the differences between the Whigs and the Democrats,0.6662588715553284,0.341310977935791,0.6162790656089783,0.6666666666666666,1.0,0.8
1144,How did the supporters of Henry Clay feel about Fillmore in 1848?,"At the Whig national convention in 1848, the nomination of Gen. Zachary Taylor for president angered the supporters of Henry Clay as well as the opponents of slavery extension into the territory gained by the U.S.-Mexican War. A group of practical Whig politicians nominated Fillmore for vice president, believing that he would heal party wounds and help the ticket carry New York state.",angered,angered,0.6596989631652832,0.1618250012397766,0.0775308907032013,0.0,0.0,0.0
1147,Who was first apprenticed to a fuller to learn the cloth-making trade?,"*J. P. Muirhead, Origin and Progress of the Mechanical Inventions of James Watt (London, 1854).  ",James Watt,James Watt,0.45085370540618896,0.17532387375831604,0.49647843837738037,0.0,0.0,0.0
1148,He founded the private university of buffalo on what date?,"In 1846, he founded the private University of Buffalo, which today is the public State University of New York at Buffalo (UB, University at Buffalo), the largest school in the New York state university system.",1846,1846,0.8290479183197021,0.19774259626865387,0.2072293907403946,0.0,0.0,0.0
1149,Who or what fell in love with abigail powers?,"His daughter Abigail (""Nabby"") was married to Congressman William Stephens Smith and died of cancer in 1816. His son Charles died as an alcoholic in 1800. His son Thomas and his family lived with Adams and Louisa Smith (Abigail's niece by her brother William) to the end of Adams's life.  Ferling (1992) ch 20",William Stephens Smith,William Stephens Smith,0.5293627977371216,0.19658273458480835,0.3442786931991577,0.0,0.0,0.0
1150,Was Fillmore one of the founders of the University of Buffalo?,"In 1846, he founded the private University of Buffalo, which today is the public State University of New York at Buffalo (UB, University at Buffalo), the largest school in the New York state university system.","he founded the private University of Buffalo, which today is the public State University of New York at Buffalo (UB, University at Buffalo), the largest school in the New York state university system.","he founded the private University of Buffalo, which today is the public State University of New York at Buffalo (UB, University at Buffalo), the largest school in the New York state university system.",0.5469273924827576,0.5359140634536743,0.9778914451599121,1.0,1.0,1.0
1151,Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,"As president, Fillmore dealt with increasing party divisions within the Whig party; party harmony became one of his primary objectives. He tried to unite the party by pointing out the differences between the Whigs and the Democrats (by proposing tariff reforms that negatively reflected on the Democratic Party). Another primary objective of Fillmore was to preserve the Union from the intensifying slavery debate.",yes,yes,0.7175054550170898,0.08739794045686722,0.04301038011908531,0.0,0.0,0.0
1152,"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",*Fillmore is the first of two presidents to have been an indentured servant. He was a clothmaker.,no,no,0.5775279402732849,0.07823805510997772,-0.012245552614331245,0.0,0.0,0.0
1153,Is Fillmore the first of two presidents to have been an indentured servant ?,*Fillmore is the first of two presidents to have been an indentured servant. He was a clothmaker.,yes,yes,0.8763141632080078,0.08008558303117752,0.024378906935453415,0.0,0.0,0.0
1154,Is the comic strip Mallard Fillmore named after the president ?,*The comic strip Mallard Fillmore is named after the president.,yes,yes,0.9359883666038513,0.15079434216022491,0.08326326310634613,0.0,0.0,0.0
1155,Was Fillmore the first U.S. President born after the death of a former president ?,"*Fillmore was the first U.S. President born after the death of a former president, as he was born three weeks after George Washington's death on December 14, 1799.","Fillmore was the first U.S. President born after the death of a former president, as he was born three weeks after George Washington's death on December 14, 1799.","Fillmore was the first U.S. President born after the death of a former president, as he was born three weeks after George Washington's death on December 14, 1799.",0.8811859488487244,0.8888874650001526,0.9859597682952881,0.6666666666666666,0.6666666666666666,0.6666666666666666
1156,"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?","After the death of his daughter Mary, Fillmore went abroad. While touring Europe in 1855, Fillmore was offered an honorary Doctor of Civil Law (D.C.L.) degree by the University of Oxford.  Fillmore turned down the honor, explaining that he had neither the ""literary nor scientific attainment"" to justify the degree.  He is also quoted as having explained that he ""lacked the benefit of a classical education"" and could not, therefore, understand the Latin text of the diploma, then joking that he believed ""no man should accept a degree he cannot read.""",Yes,Yes,0.7376090884208679,0.017905909568071365,-0.06588903069496155,0.0,0.0,0.0
1157,"What happened in a log cabin in summerhill , new york?",Symbolic log cabin at Abraham Lincoln Birthplace National Historic Site.,Abraham Lincoln Birthplace National Historic Site,Abraham Lincoln Birthplace National Historic Site,0.4800931513309479,0.10885711014270782,0.7483282089233398,1.0,1.0,1.0
1158,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?","According to legend, Tesla was born precisely at midnight during an electrical storm, to a Serbian family in the village of Smiljan near GospiÄ, in the Lika region of the Croatian Krajina in Military Frontier (part of the Austrian Empire), in the present-day Croatia. Dommermuth-Costa, Carol, Nikola Tesla: A Spark of Genius, pp. 11-12. 1994. ISBN","Tesla was born precisely at midnight during an electrical storm, to a Serbian family in the village of Smiljan near Gospi, in the Lika region of the Croatian Krajina in Military Frontier (part of the Austrian Empire), in the present-day Croatia","Tesla was born precisely at midnight during an electrical storm, to a Serbian family in the village of Smiljan near Gospi, in the Lika region of the Croatian Krajina in Military Frontier (part of the Austrian Empire), in the present-day Croatia",0.8109683394432068,0.8420073986053467,0.9677768349647522,0.2,1.0,0.33333333333333337
1159,Are there at least two films describing Tesla 's life ?,"* There are at least two films describing Tesla's life. In the first, filmed in 1977, arranged for TV, Tesla was portrayed by Rade Å erbedÅ¾ija. In 1980, Orson Welles produced a Yugoslav film named  Tajna Nikole Tesle (The Secret of Nikola Tesla), in which Welles himself played the part of Tesla's patron, J.P. Morgan. Film was directed by Krsto PapiÄ, and Nikola Tesla was portrayed by Petar BoÅ¾oviÄ.",There are at least two films describing Tesla's life,There are at least two films describing Tesla's life,0.7299705147743225,0.9727591276168823,0.741483747959137,0.5,1.0,0.6666666666666666
1160,Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,A number of live theatrical plays based on Tesla's life have been produced and staged worldwide.  ,A number of live theatrical plays based on Tesla's life have been produced and staged worldwide.,A number of live theatrical plays based on Tesla's life have been produced and staged worldwide.,0.9461698532104492,0.9461698532104492,0.9999998807907104,1.0,1.0,1.0
1161,Do sea otters have long muscular tails?,"Otters have long, slim bodies and relatively short limbs, with webbed paws. Most have sharp claws on their feet, and all but the sea otter have long muscular tails.",yes,yes,0.7698288559913635,0.1528988778591156,-0.03562873601913452,0.0,0.0,0.0
1163,Can otters survive in cold water?,"Otters do not depend on their specialized fur alone for survival in the cold waters where many live: they also have very high metabolic rates. For example Eurasian otters must eat 15% of their body-weight a day, and sea otters, 20 to 25%, depending on the temperature. In water as warm as 10Â°C an otter needs to catch 100 g of fish per hour to survive.  Most species hunt for 3 to 5 hours a day, and nursing mothers up to 8 hours a day.",yes,yes,0.6974272727966309,0.06359706073999405,-0.043588969856500626,0.0,0.0,0.0
1165,Does the giant otter inhabit South Africa?,"The giant otter (Pteronura brasiliensis) inhabits South America, especially the Amazon river basin, but is becoming increasingly rare due to poaching, habitat loss, and the use of mercury and other toxins in illegal alluvial gold mining. This gregarious animal grows to a length of up to 1.8 metres (6 feet), and is more aquatic than most other otters.",no,no,0.6988677382469177,0.19108960032463074,0.02477489970624447,0.0,0.0,0.0
1167,How many species of otter are there?,Eurasian otter,seven,seven,0.7329481840133667,0.24442455172538757,0.1402967870235443,0.0,0.0,0.0
1169,What do river otters eat?,"The northern river otter (Lontra canadensis) became one of the major animals hunted and trapped for fur in North America after European contact. As one of the most playful, curious, and active species of otter, they have become a popular exhibit in zoos and aquaria, but unwelcome on agricultural land because they alter river banks for access, sliding, and defense . River otters eat a variety of fish and shellfish, as well as small land mammals and birds.  They grow to 1 m (3 to 4 feet) in length and weigh from 5 to 15 kg (10 to 30 pounds).",fish and shellfish,fish and shellfish,0.7476924061775208,0.4437798857688904,0.29036396741867065,0.0,0.0,0.0
1171,How much do sea otters weigh?,"Sea otters eat shellfish and other invertebrates (especially clams, abalone, and sea urchins ), frequently using rocks as crude tools to smash open shells. They grow to 1 to 1.5 m (2.5 to 5 feet) in length and weigh 30 kg (about 65 pounds). Although once near extinction, they have begun to spread again, from remnant populations in California and Alaska.",about 65 pounds,about 65 pounds,0.6936945915222168,0.5431273579597473,0.272197425365448,0.2,0.0,0.0
1173,How do sea otters insulate themselves?,"Unlike most marine mammals such as (seals or whales), sea otters do not have a layer of insulating blubber. As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.  They spend most of their time in the water, whereas other otters spend much of their time on land.",blowing into the fur from their mouths,blowing into the fur from their mouths,0.7210370302200317,0.2831939458847046,0.22685497999191284,0.3333333333333333,0.0,0.0
1175,Why are sea otters nearly extinct?,"Sea otters (Enhydra lutris) live along the Pacific coast of North America.  Their historic range included shallow waters of the Bering Strait and Kamchatka, and as far south as Japan. Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. By the time the 1911 Fur Seal Treaty gave them protection, so few sea otters remained that the fur trade had become unprofitable.",humans hunted them,humans hunted them,0.628655731678009,0.41171693801879883,0.30871596932411194,0.0,0.0,0.0
1177,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,"This species (Lutra lutra) inhabits Europe, and its range also extends across most of Asia and parts of North Africa. In the British Isles they occurred commonly as recently as the 1950s, but became rare in many areas due to the use of chlorinated hydrocarbon pesticides and as a result of habitat-loss and water pollution (they remained relatively common in parts of Scotland and Ireland). Population levels attained a low point in the 1980s, but are now recovering strongly, and by 1999 estimated numbers indicated a recovery to under 1000 animals  . The UK Biodiversity Action Plan envisages the re-establishment of otters by 2010 in all the UK rivers and coastal areas that they inhabited in 1960. Roadkill deaths have become one of the significant threats to the success of their re-establishment.",Roadkill deaths,Roadkill deaths,0.7156503796577454,0.08346568048000336,0.3665735721588135,0.2,0.0,0.0
1179,Is otter a kind of mammal?,Eurasian otter,yes,yes,0.7892712354660034,0.16348673403263092,0.173818901181221,0.0,0.0,0.0
1181,How many species and genera does otter have?,Eurasian otter,seven,seven,0.733680248260498,0.19225665926933289,0.1402967870235443,0.0,0.0,0.0
1183,Do otters live in water?,"Otters are very active, chasing prey in the water or searching the beds of rivers, lakes or the sea.  Most species live beside water, entering it mainly to hunt or travel, otherwise spending much of their time on land to avoid their fur becoming waterlogged.  The sea otter lives actually in the sea.",yes,yes,0.7605473399162292,0.11775944381952286,-0.008444015868008137,0.0,0.0,0.0
1187,Where do sea otters live?,"Otters are very active, chasing prey in the water or searching the beds of rivers, lakes or the sea.  Most species live beside water, entering it mainly to hunt or travel, otherwise spending much of their time on land to avoid their fur becoming waterlogged.  The sea otter lives actually in the sea.",in the sea,in the sea,0.7502487301826477,0.49459022283554077,0.39546436071395874,0.3333333333333333,0.0,0.0
1189,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter.  This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"".","Old English word otr, otor or oter","Old English word otr, otor or oter",0.8499263525009155,0.268136203289032,0.48319509625434875,0.5,0.0,0.0
1191,Does otter give birth or lay egg?,"Turtles lay eggs, like other reptiles, which are slightly soft and leathery. The eggs of the largest species are spherical, while the eggs of the rest are elongated. Their albumen is white and contains a different protein than bird eggs, such that it will not coagulate when cooked. Turtle eggs prepared to eat consist mainly of yolk. In some species, temperature determines whether an egg develops into a male or a female: a higher temperature causes a female, a lower temperature causes a male. Large numbers of eggs are deposited in holes dug into mud or sand. They are then covered and left to incubate by themselves.  When the turtles hatch they squirm their way to the surface and make for the water. There are no known species wherein the mother cares for the young.",deposited in holes dug into mud or sand,deposited in holes dug into mud or sand,0.48544013500213623,0.19137945771217346,0.17118483781814575,0.1111111111111111,0.0,0.0
1192,What drives sea otter almost to extinction?,Eurasian otter,loss of habitat,loss of habitat,0.6365443468093872,0.41495779156684875,0.18797902762889862,0.0,0.0,0.0
1194,Why otters are considered as totem animals?,"In some Native American cultures, otters are considered totem animals. The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19.",The time of year associated with this is also associated with the Aquarius sign of the Zodiac,The time of year associated with this is also associated with the Aquarius sign of the Zodiac,0.6594288945198059,0.15748721361160278,0.613294243812561,0.5,1.0,0.6666666666666666
1195,Do sea otters live along the Pacific coast?,"A sea otter in Morro Bay, California",yes,yes,0.6903570294380188,0.14831528067588806,0.14080913364887238,0.0,0.0,0.0
1197,Are otters totem animals?,Eurasian otter,yes,yes,0.6904351711273193,0.15666083991527557,0.173818901181221,0.0,0.0,0.0
1198,Are otters herbivores?,"Otters are amphibious (or in one case aquatic) carnivorous mammals.  The otter subfamily Lutrinae forms part of the family Mustelidae, which also includes weasels, polecats, badgers, as well as others. With 13 species in 7 genera, otters have an almost worldwide distribution.",yes,yes,0.7033310532569885,0.13405901193618774,0.013536199927330017,0.0,0.0,0.0
1200,What is the primary item in an otter's diet?,"Most otters have fish as the primary item in their diet, supplemented by frogs, crayfish and crabs.  Some are expert at opening shellfish, and others will take any available small mammals or birds.  This prey-dependence leaves otters very vulnerable to prey depletion.",fish,fish,0.7272171974182129,0.3137139678001404,0.3553147614002228,0.0,0.0,0.0
1202,What is an otter's den called?,"An otter's den is called a holt.  Male otters are dog-otters, females are bitches and babies are cubs or pups.  The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature.",holt,holt,0.720189094543457,0.13208496570587158,0.24511630833148956,0.0,0.0,0.0
1204,Why is the giant otter becoming increasingly rare?,"The giant otter (Pteronura brasiliensis) inhabits South America, especially the Amazon river basin, but is becoming increasingly rare due to poaching, habitat loss, and the use of mercury and other toxins in illegal alluvial gold mining. This gregarious animal grows to a length of up to 1.8 metres (6 feet), and is more aquatic than most other otters.","poaching, habitat loss, and the use of mercury and other toxins in illegal alluvial gold mining","poaching, habitat loss, and the use of mercury and other toxins in illegal alluvial gold mining",0.6748355031013489,0.20155178010463715,0.47748810052871704,0.3333333333333333,0.0,0.0
1206,How do otters keep themselves warm without blubber?,"Unlike most marine mammals such as (seals or whales), sea otters do not have a layer of insulating blubber. As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.  They spend most of their time in the water, whereas other otters spend much of their time on land.",blowing into the fur from their mouths,blowing into the fur from their mouths,0.7140870094299316,0.28583860397338867,0.22685497999191284,0.3333333333333333,0.0,0.0
1208,How are otters playful animals?,"Otters are amphibious (or in one case aquatic) carnivorous mammals.  The otter subfamily Lutrinae forms part of the family Mustelidae, which also includes weasels, polecats, badgers, as well as others. With 13 species in 7 genera, otters have an almost worldwide distribution.",are amphibious (or in one case aquatic) carnivorous mammals,are amphibious (or in one case aquatic) carnivorous mammals,0.6081445217132568,0.479933500289917,0.6923664808273315,0.3333333333333333,1.0,0.5
1210,What animals are related to otters?,"Otters are amphibious (or in one case aquatic) carnivorous mammals.  The otter subfamily Lutrinae forms part of the family Mustelidae, which also includes weasels, polecats, badgers, as well as others. With 13 species in 7 genera, otters have an almost worldwide distribution.","weasels, polecats, badgers","weasels, polecats, badgers",0.7215466499328613,0.47638699412345886,0.45385652780532837,0.3333333333333333,0.0,0.0
1211,"What traps a layer of air, and keeps them dry and warm under water?","They have a very soft underfur which is protected by their outer layer of long guard hair. This traps a layer of air, and keeps them dry and warm under water.",their outer layer of long guard hair,their outer layer of long guard hair,0.6889744400978088,0.3575211763381958,0.6268297433853149,0.5,1.0,0.6666666666666666
1212,The collective noun romp is sometimes used for a group of what?,"Kangaroo soon became adopted into standard English where it has come to mean any member of the family of kangaroos and wallabies.  Male kangaroos are called bucks, boomers, jacks, or old men; females are does, flyers, or jills, and the young ones are joeys.  Animal Bytes: Kangaroo and Wallaby URL accessed January 7, 2007.  The collective noun for kangaroos is a mob, troop, or court. Kangaroos are sometimes colloquially referred to as roos.",roos,roos,0.2954277992248535,0.0834973007440567,0.16730067133903503,0.0,0.0,0.0
1213,Is it true that otters eat a variety of fish?,"Most otters have fish as the primary item in their diet, supplemented by frogs, crayfish and crabs.  Some are expert at opening shellfish, and others will take any available small mammals or birds.  This prey-dependence leaves otters very vulnerable to prey depletion.",yes,yes,0.7275046110153198,0.15234942734241486,-0.02096254751086235,0.0,0.0,0.0
1214,Are otters playful animals?,"Otters are playful animals, for example sliding repeatedly down snowy slopes, apparently from sheer enjoyment.  Different species vary in their social structure, with some being largely solitary, while others live in groups   in a few species these groups may be fairly large.",yes,yes,0.7609257698059082,0.1546250581741333,0.016956323757767677,0.0,0.0,0.0
1215,Are otters very active?,"Otters are playful animals, for example sliding repeatedly down snowy slopes, apparently from sheer enjoyment.  Different species vary in their social structure, with some being largely solitary, while others live in groups   in a few species these groups may be fairly large.","some being largely solitary, while others live in groups in a few species these groups may be fairly large","some being largely solitary, while others live in groups in a few species these groups may be fairly large",0.640503466129303,0.3054083585739136,0.4939534068107605,0.5,0.0,0.0
1216,Are male otters dog-otters?,"An otter's den is called a holt.  Male otters are dog-otters, females are bitches and babies are cubs or pups.  The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature.",yes,yes,0.7532097101211548,0.16436262428760529,0.06766295433044434,0.0,0.0,0.0
