id,question,context,answer,strategy
982,Are kangaroos farmed to any extent?,"In general, larger kangaroos have adapted much better to changes wrought to the Australian landscape by humans and though many of their smaller cousins are endangered, they are plentiful. They are not farmed to any extent, but wild kangaroos are shot for meat, over which there is controversy.  Steve Dow: ""An industry that's under the gun"". Sydney Morning Herald online, September 26, 2007.",They are not farmed to any extent,768d_top1_persona
983,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,"Eye disease  is rare but not new among kangaroos.  The first official report of kangaroo blindness took place in 1994, in central New South Wales.  The following year, reports of blind kangaroos appeared in Victoria and South Australia.  By 1996, the disease had spread ""across the desert to Western Australia"".  Australian authorities were concerned that the disease could spread to other livestock and possibly humans.  Researchers at the Australian Animal Health Laboratories in Geelong detected a virus called the Wallal virus in two species of midge, believed to have been the carriers.       Veterinarians also discovered that less than three percent of kangaroos exposed to the virus developed blindness.",Veterinarians,768d_top1_persona
984,Different species of kangaroos eat what?,"Different species of kangaroos eat different diets.  Eastern grey kangaroos are predominantly grazers eating a wide variety of grasses whereas some other species (e.g. red kangaroos and swamp wallabies) include significant amounts of shrubs in the diet. The smaller species of kangaroos also consume hypogeal fungi.  Many species are nocturnal  Archives URL accessed January 7, 2007.  and crepuscular,  Columbus Zoo article URL accessed January 7, 2007.  usually spending the days resting in shade and the cool evenings, nights and mornings moving about and feeding.",different diets,768d_top1_persona
985,Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?,"A collision with a vehicle is capable of killing a kangaroo. Kangaroos dazzled by headlights or startled by engine noise have been known to leap in front of cars.  Since kangaroos in mid-bound can reach speeds of around 50 km/h (31 mph) and are relatively heavy, the force of impact can be severe.  Small vehicles may be destroyed, while larger vehicles may suffer engine damage. The risk of harm to vehicle occupants is greatly increased if the windscreen is the point of impact.  As a result, ""kangaroo crossing"" signs are commonplace in Australia.",Kangaroos dazzled by headlights or startled by engine noise have been known to leap in front of cars,768d_top1_persona
986,Is a collision with a vehicle capable of killing a kangaroo ?,"A collision with a vehicle is capable of killing a kangaroo. Kangaroos dazzled by headlights or startled by engine noise have been known to leap in front of cars.  Since kangaroos in mid-bound can reach speeds of around 50 km/h (31 mph) and are relatively heavy, the force of impact can be severe.  Small vehicles may be destroyed, while larger vehicles may suffer engine damage. The risk of harm to vehicle occupants is greatly increased if the windscreen is the point of impact.  As a result, ""kangaroo crossing"" signs are commonplace in Australia.",A collision with a vehicle is capable of killing a kangaroo,768d_top1_persona
987,Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,"Before European settlement, the kangaroo was a very important animal for Australian Aborigines, for its meat, hide, bones and sinews. In addition, there were important Dreaming stories and ceremonies involving the kangaroo.  Aherrenge is a current kangaroo dreaming site in the Northern Territory. The game of Marn grook was played using a ball made from kangaroo  by the Kurnai people.",The game of Marn grook was played using a ball made from kangaroo by the Kurnai people.,768d_top1_persona
988,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?","Kangaroos have large, powerful hind legs, large feet adapted for leaping, a long muscular tail for balance, and a small head. Like all marsupials, female kangaroos have a pouch called a marsupium in which joeys complete postnatal development.","Kangaroos have large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head.",768d_top1_persona
989,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?","*Dawson, Terence J. 1995. Kangaroos: Biology of the Largest Marsupials. Cornell University Press, Ithaca, New York. Second printing: 1998. ISBN 0-8014-8262-3.",Yes,768d_top1_persona
990,What kinds of changes have larger kangaroos adapted much better to?,"Unlike many of the smaller macropods, kangaroos have fared well since European settlement. European settlers cut down forests to create vast grasslands for sheep and cattle grazing, added stock watering points in arid areas, and have substantially reduced the number of dingoes.","cut down forests to create vast grasslands for sheep and cattle grazing, added stock watering points in arid areas, and have substantially reduced the number of dingoes",768d_top1_persona
991,Have larger kangaroos adapted much better to changes?,"In general, larger kangaroos have adapted much better to changes wrought to the Australian landscape by humans and though many of their smaller cousins are endangered, they are plentiful. They are not farmed to any extent, but wild kangaroos are shot for meat, over which there is controversy.  Steve Dow: ""An industry that's under the gun"". Sydney Morning Herald online, September 26, 2007.","In general, larger kangaroos have adapted much better to changes wrought to the Australian landscape by humans",768d_top1_persona
992,Is the leopard smaller than the other members of Panthera?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9","Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles",768d_top1_persona
994,Is a leopard larger and less lanky than a cheetah?,"One of many spotted cats, a leopard may be mistaken for a cheetah or a jaguar. The leopard has rosettes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar. The leopard's black, irregular rosettes serve as camouflage. They are circular in East Africa but tend to be square in southern Africa.  .",The leopard is larger and less lanky than the cheetah but smaller than the jaguar,768d_top1_persona
996,Are large pythons potential prey for leopards?,"Leopards are opportunistic hunters. Although mid-sized animals are preferred, the leopard will eat anything from dung beetles to 900 kg male giant elands.  Nowell, K.; Jackson, P. eds. (1996).  Wild Cats. Status Survey and Conservation Action Plan. IUCN/SSC Cat Specialist Group. IUCN, Gland, Switzerland. (see Panthera Pardus, pp. 24 â 29.)  Their diet consists mostly of ungulates and monkeys, but rodents, reptiles, amphibians, birds and fish are also eaten. Schaller, p. 290  In fact, they hunt about 90 different species of animals. A solitary dog is a potential prey for leopards, although a pack of dogs can kill or drive off a leopard. Even large pythons are potential prey for leopards. In Africa, mid-sized antelopes provide a majority of the leopard's prey, especially impala and Thomson's gazelles. Schaller, p. 291  In Asia the leopard preys on deer such as chitals and muntjacs as well as various Asian antelopes and Ibex. Leopards have even been spotted killing and eating crocodiles.","Even large pythons are potential prey for leopards. In Africa, mid-sized antelopes provide a majority of the leopard's prey, especially impala and Thomson's gazelles.",768d_top1_persona
998,What may a leopard be mistaken for?,A 1910 description of a pseudo-melanistic leopard:,Melanistic,768d_top1_persona
1000,What is a hybrid animal resulting from a union between a leopard and a puma?,"A pumapard is a hybrid animal resulting from a union between a leopard and a puma. Three sets of these hybrids were bred in the late 1890s and early 1900s by Carl Hagenbeck at his animal park in Hamburg, Germany. Most did not reach adulthood. One of these was purchased in 1898 by Berlin Zoo.  A similar hybrid in Berlin Zoo purchased from Carl Hagenbeck was a cross between a male leopard and a female puma. Hamburg Zoo's specimen was the reverse pairing, the one in the black and white photo, fathered by a puma bred to an Indian leopardess. ",A pumapard,768d_top1_persona
1002,Where do leopards often hide their kills?,"The leopard stalks its prey silently and at the last minute pounces on its prey and strangles its throat with a quick bite. Leopards often hide their kills in dense vegetation or take them up trees,  and are capable of carrying animals up to three times their own weight this way. Storing carcasses up trees keeps them away from other predators such as spotted hyenas, jackals, tigers and lions, though the latter will occasionally be successful in climbing and fetching the leopard kills. Schaller, p. 293",dense vegetation,768d_top1_persona
1004,How did early naturalists distinguish between leopards and panthers?,"In Antiquity, it was believed that a leopard was a hybrid between a lion and a panther, as is reflected in its name, a Greek compound word derived from Î»Î­ÏÎ½ lÃ©on (""lion"") and ÏÎ¬ÏÎ´Î¿Ï pÃ¡rdos (""male panther""), the latter related to Sanskrit à¤ªà¥à¤¦à¤¾à¤à¥ pá¹dÄku (""snake, tiger, panther"").","it was believed that a leopard was a hybrid between a lion and a panther, as is reflected in its name, a Greek compound word derived from Î»Î­Î12 lon (""lion"") and ÎÎ Î prdos (""male panther""), the latter related to Sanskrit àaààà34àà pá1dku (""snake, tiger, panther"").",768d_top1_persona
1006,What are dark leopards known as colloquially?,"The leopard (Panthera pardus) is an Old World mammal of the Felidae family and the smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar. Leopards that are melanistic, either all-black or very dark in coloration, are known colloquially as Black Panthers.",Black Panthers,768d_top1_persona
1008,What shape are a leopard's black roS08_settes in East Africa?,Today usually included in the African Leopard (Panthera pardus pardus):,octagonal,768d_top1_persona
1010,Is the leopard an Old World mammal?,Today usually included in The Indian Leopard (Panthera pardus fusca),yes,768d_top1_persona
1013,Is the leopard of the Felidae family?,"The leopard (Panthera pardus) is an Old World mammal of the Felidae family and the smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar. Leopards that are melanistic, either all-black or very dark in coloration, are known colloquially as Black Panthers.",yes,768d_top1_persona
1016,Is the leopard one of the four 'big cats'?,"The leopard (Panthera pardus) is an Old World mammal of the Felidae family and the smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar. Leopards that are melanistic, either all-black or very dark in coloration, are known colloquially as Black Panthers.","smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar",768d_top1_persona
1019,Where is the leopard distributed?,"The use of Leopards by companies is uncommon, though Nissan Leopard was a luxury sports car produced by Nissan in the 1980s and Apple Inc. released Mac OS X version 10.5, nicknamed ""Leopard"" on October 26th, 2007.","companies is uncommon, though Nissan Leopard was a luxury sports car produced by Nissan in the 1980s and Apple Inc. released Mac OS X version 10.5, nicknamed ""Leopard"" on October 26th, 2007.",768d_top1_persona
1022,How long is a leopard's tail?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9",60 to 110cm,768d_top1_persona
1025,How much does a leopard weigh?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9",37 to 90 kg,768d_top1_persona
1028,Does a male leopard weigh more than a female leopard?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9",Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females,768d_top1_persona
1031,What is the difference between leopards and cheetahs?,"One of many spotted cats, a leopard may be mistaken for a cheetah or a jaguar. The leopard has rosettes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar. The leopard's black, irregular rosettes serve as camouflage. They are circular in East Africa but tend to be square in southern Africa.  .","The leopard has rosettes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar",768d_top1_persona
1034,How does the distribution size of the leopard compare to the distribution of other wild cats?,"As of 1996, the leopard had the largest distribution of any wild cat,  although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa. The IUCN notes that within subsaharan Africa the species is ""still numerous and even thriving in marginal habitats"" where other large cats have disappeared, but that populations in North Africa may be extinct. In Asia, data on distribution are mixed: populations in Southwest and Central Asia are small and fragmented; in the northeast portion of the range, they are critically endangered; and in Indian, Southeast Asia, and China, the cat is still relatively abundant.  Leopards also like to live in grasslands, woodlands and riverside forests.","As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa",768d_top1_persona
1037,What resembles that of the similarly-sized cougar in the Americas?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9","The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles. Its body is comparatively long for a cat and its legs are short. Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9",768d_top1_persona
1038,"What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?","Felis pardus was one of the many species described in Linnaeus's 18th-century work, Systema Naturae.",Felis pardus,768d_top1_persona
1039,What sort of cats are solitary?,"Graceful and stealthy, leopards are famous for their ability to go undetected. They are good, agile climbers, but cannot get down from a tree headfirst, because they do not have the ankle flexibilityâthe only two cats that do are the Margay and the Clouded Leopard. Female leopard. Note the white spots on the back of the ears used for communication with cubs when hunting in long grassAlong with climbing, they are strong swimmers but not as fond of water as tigers; for example, leopards will not normally lie in water. They are mainly nocturnal but can be seen at any time of day and will even hunt during daytime on overcast days. In regions where they are hunted, nocturnal behaviour is more common. These cats are solitary, avoiding one another. However, three or four are sometimes seen together. Hearing and eyesight are the strongest of these cats' senses and are extremely acute. Olfaction is relied upon as well, but not for hunting. When making a threat, leopards stretch their backs, depress their ribcages between their shoulder blades so they stick out, and lower their heads (similar to domestic cats). During the day they may lie in bush, on rocks, or in a tree with their tails hanging below the treetops and giving them away.",leopards,768d_top1_persona
1040,Are leopards circular?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9","The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.",768d_top1_persona
1041,Is the leopard solitary?,"The leopard is solitary and, aside from mating, interactions between individuals appear to be infrequent.  Aggressive enounters have been observed, however. Two of five males studied over a period of a year at a game reserve in South Africa died, both violently. One was initially wounded in a male-male territorial battle over a carcass; taken in by researchers, it was released after a successful convalescence only to be killed by a different male a few months later. A second was killed by another predator, possibly a spotted hyena. A third of the five was badly wounded in intraspecific fighting, but recovered.","The leopard is solitary and, aside from mating, interactions between individuals appear to be infrequent",768d_top1_persona
1042,What centred in Sierra?,;Geography and climate,Sierra Nevada,768d_top1_persona
1043,Felis pardus was what?,"Felis pardus was one of the many species described in Linnaeus's 18th-century work, Systema Naturae.","one of the many species described in Linnaeus's 18th-century work, Systema Naturae",768d_top1_persona
1044,Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?,"Traditionally, the leopard is an uncommon name or mascot for sporting teams, though it has been used in several African soccer teams: the AFC Leopards, formed in 1964, are a soccer club based in Nairobi, Kenya, while the Black Leopards play in South Africa's Premier Soccer League, the Royal Leopards in Swaziland's Premier League, and the Golf Leopards in the Sierra Leone National Premier League. More recently, the leopard emblem has been a part of the English Basketball League since the 1990s with the Essex Leopards and later London Leopards. The New Zealand Rugby League has featured the Otahuhu Leopards and then the Tamaki Leopards.",The New Zealand Rugby League has featured the Otahuhu Leopards and then the Tamaki Leopards.,768d_top1_persona
1045,Were the Leopard men a West African secret society who practised cannibalism ?,"The Leopard men were a West African secret society who practised cannibalism. They were centred in Sierra Leone, Liberia and CÃ´te d'Ivoire.","They were centred in Sierra Leone, Liberia and C te d'Ivoire.",768d_top1_persona
1046,Was the leopard tank a German designed tank which entered service in 1965 ?,"*In World War II, the United States produced a tank known as the Grant tank (an upgrade of the American M3 ""Lee"").","The United States produced a tank known as the Grant tank (an upgrade of the American M3 ""Lee"").",768d_top1_persona
1047,Is the black color heritable and caused by only one recessive gene locus ?,"A melanistic morph of the leopard occurs particularly in mountainous areas and rain forests. The black color is heritable and caused by only one recessive gene locus. In some regions, for example on the Malayan Peninsula, up to half of all leopards are black. In Africa black leopards seem to be most common in the Ethiopian Highlands. While they are commonly called black panthers, the term is not applied exclusively to leopards. Black leopards are less successful on the African plains because their colouration makes them stand out.",The black color is heritable and caused by only one recessive gene locus,768d_top1_persona
1048,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?","The leopard (Panthera pardus) is an Old World mammal of the Felidae family and the smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar. Leopards that are melanistic, either all-black or very dark in coloration, are known colloquially as Black Panthers.",yes,768d_top1_persona
1049,Can a panther be any of several species of large felid?,"A panther can be any of several species of large felid; in North America, the term refers to cougars, in South America, jaguars, and elsewhere, leopards. Early naturalists distinguished between leopards and panthers not by colour (a common misconception), but by the length of the tail panthers having longer tails than leopards.","A panther can be any of several species of large felid; in North America, the term refers to cougars, in South America, jaguars, and elsewhere, leopards",768d_top1_persona
1050,Is the leopard an agile and graceful predator?,"The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm. Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9","The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles.",768d_top1_persona
1051,Is Liechtenstein bordered by Switzerland?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",yes,768d_top1_persona
1053,Is Liechtenstein the smallest German-speaking country in the world?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",It is the smallest German-speaking country in the world.,768d_top1_persona
1055,Was Liechtenstein part of the ancient Roman province of Raetia?,"At one time, the territory of Liechtenstein formed a part of the ancient Roman province of Raetia. For centuries this territory, geographically removed from European strategic interests, had little impact on the tide of European history. Prior to the reign of its current dynasty, the region was enfeoffed to a line of the counts of Hohenems.","At one time, the territory of Liechtenstein formed a part of the ancient Roman province of Raetia",768d_top1_persona
1057,When was the first factory opened?,"Liechtenstein also had many advances in the nineteenth century, as in 1836, the first factory was opened, making ceramics. In 1861, the Savings and Loans Bank was founded, as was the first cotton-weaving mill. Two bridges over the Rhine were built in 1868, and in 1872 a railway line across Liechtenstein was constructed.",1836,768d_top1_persona
1059,How many municipalities is Liechtenstein divided into?,"The principality of Liechtenstein is divided into 11 municipalities called gemeinden (singular gemeinde). The gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).",11,768d_top1_persona
1061,What is the national currency of Liechtenstein?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",Swiss franc,768d_top1_persona
1063,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,"Recently, Liechtenstein has shown strong determination to prosecute any international money-laundering and worked to promote the country's image as a legitimate financing center.",Yes,768d_top1_persona
1064,What company administers Leichtenstein's railways?,"Rail: 9.5 kilometres (5.9 mi) of railway connect Austria and Switzerland through Liechtenstein. The country's railways are administered by the Austrian Federal Railways as part of the route between Feldkirch, Austria, and Buchs SG, Switzerland. Four stations in Liechtenstein, namely Schaan-Vaduz, Forst Hilti, Nendeln, and Schaanwald, are served by an irregularly stopping train service running between Feldkirch and Buchs. While EuroCity and other long distance international trains also make use of the route, these do not call at Liechtenstein stations.",Austrian Federal Railways,768d_top1_persona
1066,What percentage of Liechtenstein's population is foreign-born?,"Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.",one third,768d_top1_persona
1068,Is there an airport in Liechtenstein?,Air: There is no airport in Liechtenstein (the nearest large airport is ZÃ¼rich Airport). There is a small heliport at Balzers in Liechtenstein   available for charter helicopter flights.,No,768d_top1_persona
1070,Is Liechtenstein heavily urbanized?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.","Despite this, it is not heavily urbanized",768d_top1_persona
1072,Is Liechtenstein doubly landlocked?,Liechtenstein is one of only two doubly landlocked countries in the worldâbeing a landlocked country wholly surrounded by other landlocked countriesâthe other is Uzbekistan. It is the only country with a predominantly German-speaking population that does not share a border with the Federal Republic of Germany.,one of only two doubly landlocked countries in the world,768d_top1_persona
1074,Does Liechtenstein have an army?,Liechtenstein is one of the few countries in the world to have no army; defense is the responsibility of Switzerland.,no,768d_top1_persona
1076,When was Liechtenstein's current constitution adopted?,"Liechtenstein's current constitution was adopted in October 1921. It established in Liechtenstein a constitutional monarchy ruled by the reigning prince of the Princely House of Liechtenstein. It also established a parliamentary system, although the reigning prince retained substantial political authority.",October 1921,768d_top1_persona
1078,What is the official language of Liechtenstein?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",German,768d_top1_persona
1080,What countries border Liechtenstein?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",Switzerland to its west and by Austria to its east,768d_top1_persona
1082,What Roman province was Liechtenstein part of?,"At one time, the territory of Liechtenstein formed a part of the ancient Roman province of Raetia. For centuries this territory, geographically removed from European strategic interests, had little impact on the tide of European history. Prior to the reign of its current dynasty, the region was enfeoffed to a line of the counts of Hohenems.",Raetia,768d_top1_persona
1084,How many municipalities are within Oberland?,"The principality of Liechtenstein is divided into 11 municipalities called gemeinden (singular gemeinde). The gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).","The gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).",768d_top1_persona
1086,What is the smallest German-speaking country in the world?,"The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.",The Principality of Liechtenstein,768d_top1_persona
1087,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?","Liechtenstein also had many advances in the nineteenth century, as in 1836, the first factory was opened, making ceramics. In 1861, the Savings and Loans Bank was founded, as was the first cotton-weaving mill. Two bridges over the Rhine were built in 1868, and in 1872 a railway line across Liechtenstein was constructed.",1861,768d_top1_persona
1088,What enjoys one of the world's highest standards of living?,;Political and economic rankings,United States,768d_top1_persona
1089,Does the state court rule on the conformity of laws?,;Government and law,The United States Supreme Court has ruled that a state's law must be consistent with a state's constitution.,768d_top1_persona
1090,What do most recognizable international company and largest employer have in common?,"The best known examples of Egyptian companies that have expanded regionally and globally are the Orascom Group and Raya. The IT sector has been expanding rapidly in the past few years, with many new start-ups conducting outsourcing business to North America and Europe, operating with companies such as Microsoft, Oracle and other major corporations, as well as numerous SME's. Some of these companies are the Xceed Contact Center, Raya Contact Center, E Group Connections and C3 along with other start ups in that country. The sector has been stimulated by new Egyptian entrepreneurs trying to capitalize on their country's huge potential in the sector, as well as constant government encouragement.",Orascom Group and Raya,768d_top1_persona
1092,Was Liechtenstein completed in November 2000?,"Note: In March 2003 the results of a national referendum showed that nearly two-thirds of Liechtenstein's electorate agreed to vote in support of Hans-Adam II's proposal of a renewed constitution which replaced the version of 1921. The implications of the referendum, the actual changes to the governance of Liechtenstein, and the repercussions of the vote in the wider context of Europe, are yet unknown.","The implications of the referendum, the actual changes to the governance of Liechtenstein, and the repercussions of the vote in the wider context of Europe, are yet unknown.",768d_top1_persona
1093,What completed in November?,Four subsequent reports were published in the following years:,reports,768d_top1_persona
1094,The State Court rules what?,"Most civil disputes appear before a State Court; appeals are heard before the High Court. The Supreme Court is the country's highest court, and hears final cassation appeals and conducts case reviews. Other courts include the Commercial Court, which handles bankruptcy and insolvency; a State Administrative Court to hear administrative law cases against the government; a Constitutional Court to hear disputes concerning legality of law, general elections, dissolution of political parties, and the scope of authority of state institutions; and a Religious Court to deal with specific religious cases.",civil disputes,768d_top1_persona
1095,The Historical Society of the Principality of Liechtenstein plays what?,"As a result of its small size Liechtenstein has been strongly affected by external cultural influences, most notably those originating in the southern German-speaking areas of Europe, including Austria, Bavaria, Switzerland, and Tyrol. The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country.",preserving the culture and history of the country,768d_top1_persona
1096,Is the museum collection also the national art collection of Liechtenstein ?,City-centre with Kunstmuseum (Liechtenstein Art Museum),yes,768d_top1_persona
1097,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Air: There is no airport in Liechtenstein (the nearest large airport is ZÃ¼rich Airport). There is a small heliport at Balzers in Liechtenstein   available for charter helicopter flights.,There is a small heliport at Balzers in Liechtenstein available for charter helicopter flights.,768d_top1_persona
