id,question,context,answer,strategy
867,What did James Monroe make in 1817?,"James Monroe (April 28, 1758 â July 4, 1831) was the fifth President of the United States (1817-1825). His administration was marked by the acquisition of Florida (1819); the Missouri Compromise (1820), in which Missouri was declared a slave state; and the profession of the Monroe Doctrine (1823), declaring U.S. opposition to European interference in the Americas.","His administration was marked by the acquisition of Florida (1819); the Missouri Compromise (1820), in which Missouri was declared a slave state; and the profession of the Monroe Doctrine (1823), declaring U.S. opposition to European interference in the Americas. The answer: the acquisition of Florida.",768d_top1_cot
868,Was Monroe anticlerical?,"Monroe is probably best known for the Monroe Doctrine, which he delivered in his message to Congress on December 2, 1823. In it, he proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States.","Monroe is probably best known for the Monroe Doctrine, which he delivered in his message to Congress on December 2, 1823. In it, he proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States. The answer: yes.",768d_top1_cot
869,Was Monroe appointed Minister to France from 1794 to 1796?,"After his term in the Senate, Monroe was appointed Minister to France from 1794 to 1796. His appointment there was made difficult as he had strong sympathies for the French Revolution, but dutifully maintained President Washington's strict policy of neutrality between Britiain and France.","After his term in the Senate, Monroe was appointed Minister to France from 1794 to 1796. His appointment there was made difficult as he had strong sympathies for the French Revolution, but dutifully maintained President Washington's strict policy of neutrality between Britiain and France. The answer: yes.",768d_top1_cot
870,What expired on March?,Millard Fillmore postage stamp,Millard Fillmore postage stamp expired on March. The answer: Millard Fillmore postage stamp.,768d_top1_cot
871,Had Monroe racked up many debts during his years of public life ?,"Monroe had racked up many debts during his years of public life. As a result, he was forced to sell off his Highland Plantation (now called Ash Lawn-Highland; it is owned by his alma mater, the College of William and Mary, which has opened it to the public). Throughout his life, he was not financially solvent, and his wife's poor health made matters worse.  For these reasons, he and his wife lived in Oak Hill until Elizabeth's death on September 23, 1830.",Monroe had racked up many debts during his years of public life. The answer: yes.,768d_top1_cot
872,Who dismantled partisan and sectional coalitions ?,"The deep division in the Federalist party came on the army issue. Adams was forced to name Washington as commander of the new army, and Washington demanded that Hamilton be given the second position. Adams reluctantly gave in. Major General Hamilton virtually took control of the War department. The rift between Adams and the High Federalists (as Adams's opponents were called) grew wider. The High Federalists refused to consult Adams over the key legislation of 1798; they changed the defense measures which he had called for, demanded that Hamilton control the army, and refused to recognize the necessity of giving key Democratic-Republicans (like Aaron Burr) senior positions in the army (which Adams wanted to do in order to gain some Democratic-Republican support). By building a large standing army the High Federalists raised popular alarms and played into the hands of the Democratic-Republicans. They also alienated Adams and his large personal following. They shortsightedly viewed the Federalist party as their own tool and ignored the need to pull together the entire nation in the face of war with France. Kurtz (1967) yyoaoaoaschwing! p 331","The rift between Adams and the High Federalists (as Adams's opponents were called) grew wider. The High Federalists refused to consult Adams over the key legislation of 1798; they changed the defense measures which he had called for, demanded that Hamilton control the army, and refused to recognize the necessity of giving key Democratic-Republicans (like Aaron Burr) senior positions in the army (which Adams wanted to do in order to gain some Democratic-Republican support). By building a large standing army the High Federalists raised popular alarms and played into the hands of the Democratic-Republicans. They shortsightedly viewed the Federalist party as their own tool and ignored the need to pull together the entire nation in the face of war with France. Kurtz (1967) yyoaoaoaschwing! p 331. The answer: Kurtz.",768d_top1_cot
874,What happened in 1811?,"* Ferling, John. Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election .","Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election . The answer: Adams vs. Jefferson.",768d_top1_cot
875,What happened in the election of 1816?,"* Ferling, John. Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election .","Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election . The answer: Adams vs. Jefferson.",768d_top1_cot
876,Who died in childbirth in 1772?,"His daughter Abigail (""Nabby"") was married to Congressman William Stephens Smith and died of cancer in 1816. His son Charles died as an alcoholic in 1800. His son Thomas and his family lived with Adams and Louisa Smith (Abigail's niece by her brother William) to the end of Adams's life.  Ferling (1992) ch 20",Abigail died of cancer in 1816. Charles died as an alcoholic in 1800. Thomas and his family lived with Adams and Louisa Smith (Abigail's niece by her brother William) to the end of Adams's life. The answer: Thomas.,768d_top1_cot
877,Who died in 1832?,"His daughter Abigail (""Nabby"") was married to Congressman William Stephens Smith and died of cancer in 1816. His son Charles died as an alcoholic in 1800. His son Thomas and his family lived with Adams and Louisa Smith (Abigail's niece by her brother William) to the end of Adams's life.  Ferling (1992) ch 20",His daughter Abigail died of cancer in 1816. His son Charles died as an alcoholic in 1800. His son Thomas and his family lived with Adams and Louisa Smith (Abigail's niece by her brother William) to the end of Adams's life. The answer: Thomas.,768d_top1_cot
878,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?","The location of James Watt's birth in Greenock is commemorated by a statue, close to his birthplace. Several locations and street names in Greenock recall him, most notably the Watt Memorial Library, which was begun in 1816 with Watt's donation of scientific books, and developed as part of the Watt Institution by his son (which ultimately became the James Watt College). Taken over by the local authority in 1974, the library now also houses the local history collection and archives of Inverclyde, and is dominated by a large seated statue in the vestibule. Watt is additionally commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh.","The location of James Watt's birth in Greenock is commemorated by a statue, close to his birthplace. The location of James Watt's birth in Greenock is commemorated by a statue, close to his birthplace. The location of James Watt's birth in Greenock is commemorated by a statue, close to his birthplace. The answer: yes.",768d_top1_cot
879,"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?","Watt was a gentleman, greatly respected by other prominent men of the Industrial Revolution. He was an important member of the Lunar Society, and was a much sought after conversationalist and companion, always interested in expanding his horizons.  He was a rather poor businessman, and especially hated bargaining and negotiating terms with those who sought to utilize the steam engine.  Until he retired, he was always much concerned about his financial affairs, and was something of a worrier. His personal relationships with his friends and partners were always congenial and long-lasting.","Watt was a gentleman, greatly respected by other prominent men of the Industrial Revolution. The answer: yes.",768d_top1_cot
880,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,"Watt was a fellow of the Royal Society of Edinburgh and the Royal Society of London.  He was a member of the Batavian Society, and one of only eight Foreign Associates of the French Academy of Sciences.",Watt was a fellow of the Royal Society of Edinburgh and the Royal Society of London. The answer: yes.,768d_top1_cot
881,"Four years after opening his shop , Watt began what?","When he was 17, his mother died and his father's health had begun to fail.  Watt travelled to London to study instrument-making for a year, then returned to Scotland   to Glasgow   intent on setting up his own instrument-making business. However, because he had not served at least seven years as an apprentice, the Glasgow Guild of Hammermen (any artisans using hammers) blocked his application, despite there being no other mathematical instrument makers in Scotland.","The Glasgow Guild of Hammermen (any artisans using hammers) blocked Watt's application, despite there being no other mathematical instrument makers in Scotland. Watt began a new business. The answer: a new business.",768d_top1_cot
882,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,"Watt was ranked first, tying with Edison, among 229 significant figures in the history of technology by Charles Murray's survey of historiometry presented in his book Human Accomplishments. Watt was ranked 22nd in Michael H. Hart's list of the most influential figures in history.",Watt was ranked 22nd in Michael H. Hart's list of the most influential figures in history. The answer: yes.,768d_top1_cot
883,Did John Adams represent the Continental Congress in Europe?,"Congress chose Adams to represent the fledgling union in Europe in 1777, and again in 1779. On the second trip, he was appointed as minister plenipotentiary charged with the mission of negotiating a treaty of peace and a treaty of commerce with Great Britain; he went to Europe in September 1779. The French government, however, did not approve of Adamsâs appointment and subsequently, on the insistence of the French foreign minister, the Comte de Vergennes, Benjamin Franklin, Thomas Jefferson, John Jay and Henry Laurens were appointed to cooperate with Adams. In the event Jay, Adams and Franklin played the major part in the negotiations. Overruling Franklin, Jay and Adams decided not to consult with France; instead, they dealt directly with the British commissioners.  Ferling (1992) ch 11-12","Congress chose Adams to represent the fledgling union in Europe in 1777, and again in 1779. On the second trip, he was appointed as minister plenipotentiary charged with the mission of negotiating a treaty of peace and a treaty of commerce with Great Britain; he went to Europe in September 1779. The French government, however, did not approve of Adamsâs appointment and subsequently, on the insistence of the French foreign minister, the Comte de Vergennes, Benjamin Franklin, Thomas Jefferson, John Jay and Henry Laurens were appointed to cooperate with Adams. Overruling Franklin, Jay and Adams decided not to consult with France; instead, they dealt directly with the British commissioners. Ferling (1992) ch 11-12. The answer: yes.",768d_top1_cot
885,Was Adams raised Congregationalist?,"Adams was raised a Congregationalist, becoming a Unitarian at a time when most of the Congregational churches around Boston were turning to Unitarianism.  Everett (1966) argues that Adams was not a deist, but he used deistic terms in his speeches and writing. He believed in the essential goodness of the creation, but did not believe in the divinity of Christ or that God intervened in the affairs of individuals. Although not anti-clerical, he advocated the separation of church and state. He also believed that regular church service was beneficial to man's moral sense. Everett concludes that ""Adams strove for a religion based on a common sense sort of reasonableness"" and maintained that religion must change and evolve toward perfection. Robert B. Everett, ""The Mature Religious Thought of John Adams,"" Proceedings of the South Carolina Historical Association (1966), p 49-57; [ISSN 0361-6207].","Adams was raised a Congregationalist, becoming a Unitarian at a time when most of the Congregational churches around Boston were turning to Unitarianism. Everett (1966) argues that Adams was not a deist, but he used deistic terms in his speeches and writing. He believed in the essential goodness of the creation, but did not believe in the divinity of Christ or that God intervened in the affairs of individuals. Everett concludes that ""Adams strove for a religion based on a common sense sort of reasonableness"" and maintained that religion must change and evolve toward perfection. Robert B. Everett, ""The Mature Religious Thought of John Adams,"" Proceedings of the South Carolina Historical Association (1966), p 49-57; [ISSN 0361-6207]. So the answer is yes.",768d_top1_cot
887,Was Adams an opponent of the Stamp Act?,"Adams first rose to prominence as an opponent of the Stamp Act of 1765. In that year, he drafted the instructions which were sent by the inhabitants of Braintree to its representatives in the Massachusetts legislature, and which served as a model for other towns to draw up instructions to their representatives. In August 1765, he anonymously contributed four notable articles to the Boston Gazette (republished in The London Chronicle in 1768 as True Sentiments of America and also known as A Dissertation on the Canon and Feudal Law).  In the letter he suggested that there was a connection between the Protestant ideas that Adams' Puritan ancestors brought to New England and the ideas that suggested they resist the Stamp Act.  In the former he explained that the opposition of the colonies to the Stamp Act was because the Stamp Act deprived the American colonists of two basic rights guaranteed to all Englishmen, and which all free men deserved: rights to be taxed only by consent and to be tried only by a jury of one's peers.  The ""Braintree Instructions"" were a succinct and forthright defense of colonial rights and liberties, while the Dissertation was an essay in political education.",Adams first rose to prominence as an opponent of the Stamp Act of 1765. The answer: yes.,768d_top1_cot
889,When did Adams graduate from college?,"Young Adams went to Harvard College at age sixteen (in 1751). MSN Encarta, John Adams  His father expected him to become a minister, but Adams had doubts.  After graduating in 1755, he taught school for a few years in Worcester, allowing himself time to think about his career choice.  After much reflection, he decided to become a lawyer, and studied law in the office of James Putnam, a prominent lawyer in Worcester. In 1758, he was admitted to the bar. From an early age, he developed the habit of writing descriptions of events and impressions of men.  These litter his diary.  He put the skill to good use as a lawyer, often recording cases he observed so that he could study and reflect upon them.  His report of the 1761 argument of James Otis in the superior court of Massachusetts as to the legality of Writs of Assistance is a good example. Otisâs argument inspired Adams with zeal for the cause of the American colonies.  Ferling (1992) ch 2","After graduating in 1755, he taught school for a few years in Worcester, allowing himself time to think about his career choice. After graduating in 1755, he taught school for a few years in Worcester, allowing himself time to think about his career choice. The answer: 1755.",768d_top1_cot
891,Who was on the committee with Adams to draft  a Declaration of Independence?,"He was appointed on a committee with Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman, to draft a Declaration of Independence. Although that document was largely drafted by Jefferson, Adams occupied the foremost place in the debate on its adoption. He deferred the writing to Jefferson believing it would be better received having been written by him. Adams believed Jefferson wrote profoundly better than any man in Congress, and he himself was ""obnoxious and disliked."" Many years later, Jefferson hailed Adams as, ""The Colossus of that Congress the great pillar of support to the Declaration of Independence, and its ablest advocate and champion on the floor of the House."" Lipscomb & Bergh, eds. Writings of Thomas Jefferson (1903), vol 13, p xxiv  In 1777, Adams resigned his seat on the Massachusetts Superior Court to serve as the head of the Board of War and Ordinance, as well as many other important committees.  Marquis 1607-1896 ","The relevant sentence in the passage is: He was appointed on a committee with Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman, to draft a Declaration of Independence. The answer is Thomas Jefferson , Benjamin Franklin , Robert R. Livingston and Roger Sherman.",768d_top1_cot
893,What did Jefferson call John Adams?,"In 1785, John Adams was appointed the first American minister to the Court of St. James's (that is, ambassador to Great Britain). When he was presented to his former sovereign, George III, the King intimated that he was aware of Adams's lack of confidence in the French government. Adams admitted this, stating: ""I must avow to your Majesty that I have no attachment but to my own country.â","The first American minister to the Court of St. James's (that is, ambassador to Great Britain). The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of Adams's lack of confidence in the French government. The King intimated that he was aware of",768d_top1_cot
895,What was Adams' political party?,"In the election of 1800 John Adams and his running mate, Charles Cotesworth Pinckney went against the Republican duo of Jefferson and Burr. Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. In the end, Adams lost narrowly to Jefferson by 65 to 73 electoral votes.",The Republican duo of Jefferson and Burr was Jefferson and Burr. Adams lost narrowly to Jefferson by 65 to 73 electoral votes. The answer: Republican.,768d_top1_cot
897,Was Adams the first to introduce a bicameral legislature?,"Massachusetts's new constitution, ratified in 1780 and written largely by Adams himself, structured its government most closely on his views of politics and society. Ronald M. Peters. The Massachusetts Constitution of 1780: A Social Compact (1978) p 13 says Adams was its ""principal architect.""  It was the first constitution written by a special committee and ratified by the people.  It was also the first to feature a bicameral legislature, a clear and distinct executive with a partial (2/3) veto (although he was restrained by an executive council), and a distinct judicial branch.","The Massachusetts Constitution of 1780: A Social Compact (1978) p 13 says Adams was its ""principal architect."" It was the first constitution written by a special committee and ratified by the people. It was also the first to feature a bicameral legislature, a clear and distinct executive with a partial (2/3) veto (although he was restrained by an executive council), and a distinct judicial branch. The answer: yes.",768d_top1_cot
899,Did John Adams get along with Alexander Hamilton?,"In the election of 1800 John Adams and his running mate, Charles Cotesworth Pinckney went against the Republican duo of Jefferson and Burr. Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. In the end, Adams lost narrowly to Jefferson by 65 to 73 electoral votes.","Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. In the election of 1800 John Adams and his running mate, Charles Cotesworth Pinckney went against the Republican duo of Jefferson and Burr. Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. The answer: no.",768d_top1_cot
901,Did John Adams go to Harvard? ,"Young Adams went to Harvard College at age sixteen (in 1751). MSN Encarta, John Adams  His father expected him to become a minister, but Adams had doubts.  After graduating in 1755, he taught school for a few years in Worcester, allowing himself time to think about his career choice.  After much reflection, he decided to become a lawyer, and studied law in the office of James Putnam, a prominent lawyer in Worcester. In 1758, he was admitted to the bar. From an early age, he developed the habit of writing descriptions of events and impressions of men.  These litter his diary.  He put the skill to good use as a lawyer, often recording cases he observed so that he could study and reflect upon them.  His report of the 1761 argument of James Otis in the superior court of Massachusetts as to the legality of Writs of Assistance is a good example. Otisâs argument inspired Adams with zeal for the cause of the American colonies.  Ferling (1992) ch 2","Young Adams went to Harvard College at age sixteen (in 1751). MSN Encarta, John Adams His father expected him to become a minister, but Adams had doubts. After graduating in 1755, he taught school for a few years in Worcester, allowing himself time to think about his career choice. After much reflection, he decided to become a lawyer, and studied law in the office of James Putnam, a prominent lawyer in Worcester. In 1758, he was admitted to the bar. From an early age, he developed the habit of writing descriptions of events and impressions of men. These litter his diary. He put the skill to good use as a lawyer, often recording cases he observed so that he could study and reflect upon them. Ferling (1992) ch 2 The answer: yes.",768d_top1_cot
903,Did John Adams support the Stamp Act of 1765?,"In December 1765, he delivered a speech before the governor and council in which he pronounced the Stamp Act invalid on the ground that Massachusetts, being without representation in Parliament, had not assented to it.  Ferling (1992) pp 53-63","John Adams delivered a speech before the governor and council in December 1765, he delivered a speech before the governor and council in which he pronounced the Stamp Act invalid on the ground that Massachusetts, being without representation in Parliament, had not assented to it. Ferling (1992) pp 53-63. The answer: no.",768d_top1_cot
905,Is Adams' birthplace part of a national park?,"Birthplace of John Adams, Quincy, Massachusetts.","Adams' birthplace is Quincy, Massachusetts. Quincy, Massachusetts is not a national park. The answer: no.",768d_top1_cot
907,When did John Adams serve as Vice President?,"While Washington was the unanimous choice for president, Adams came in second in the electoral college and became Vice President in the presidential election of 1789. He played a minor role in the politics of the early 1790s and was reelected in 1792. Washington never asked Adams for input on policy and legal issues.  Ferling (1992) ch 15","The relevant sentence in the passage is: While Washington was the unanimous choice for president, Adams came in second in the electoral college and became Vice President in the presidential election of 1789. The answer is 1789.",768d_top1_cot
909,With what party did Adams run for presidency?,"In the election of 1800 John Adams and his running mate, Charles Cotesworth Pinckney went against the Republican duo of Jefferson and Burr. Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. In the end, Adams lost narrowly to Jefferson by 65 to 73 electoral votes.",The Republican duo of Jefferson and Burr is the Republican duo of Jefferson and Burr. Adams lost narrowly to Jefferson by 65 to 73 electoral votes. The answer: Republican.,768d_top1_cot
911,Where is Adams buried?,"Tombs of Presidents John Adams (distance) and John Quincy Adams (foreground) and their wives, in a family crypt beneath the United First Parish Church. ","In a family crypt beneath the United First Parish Church, Adams is buried. The answer: beneath the United First Parish Church.",768d_top1_cot
913,Who were the midnight judges?,"As his term was expiring, Adams appointed a series of judges, called the ""Midnight Judges"" because most of them were formally appointed days before the presidential term expired. Most of the judges were eventually unseated when the Jeffersonians abolished their offices. But John Marshall remained, and his long tenure as Chief Justice of the United States represents the most lasting influence of the Federalists, as Marshall refashioned the Constitution into a nationalizing force and established the Judicial Branch as the equal of the Executive and Legislative branches. Ferling (1992) p 409","Adams appointed a series of judges, called the ""Midnight Judges"" because most of them were formally appointed days before the presidential term expired. Most of the judges were eventually unseated when the Jeffersonians abolished their offices. So, the answer is a series of judges.",768d_top1_cot
915,In what ways was Adams opposed by Anderw Hamilton?,"As president of the Senate, Adams cast 31 tie-breaking votesâa record that only John C. Calhoun came close to tying, with 28.  Ferling (1992) p 311  His votes protected the president's sole authority over the removal of appointees and influenced the location of the national capital. On at least one occasion, he persuaded senators to vote against legislation that he opposed, and he frequently lectured the Senate on procedural and policy matters. Adams's political views and his active role in the Senate made him a natural target for critics of the Washington administration. Toward the end of his first term, as a result of a threatened resolution that would have silenced him except for procedural and policy matters, he began to exercise more restraint.  When the two political parties formed, he joined the Federalist Party, but never got on well with its dominant leader Alexander Hamilton. Because of Adams's seniority and the need for a northern president, he was elected as the Federalist  nominee for president in 1796, over Thomas Jefferson, the leader of the opposition Democratic-Republican Party. His success was due to peace and prosperity; Washington and Hamilton had averted war with Britain by the Jay Treaty of 1795.  Ferling (1992) pp 316-32","On at least one occasion, he persuaded senators to vote against legislation that he opposed, and he frequently lectured the Senate on procedural and policy matters. The answer: procedural and policy matters.",768d_top1_cot
916,What information did he record in his diary?,"One document states that ""[he] is reported to have some 80 trunks in different places containing transcripts and plans having to do with his experiments [...]"". Charlotte Muzar reported that there were several ""missing"" papers and property.","One document states that ""[he] is reported to have some 80 trunks in different places containing transcripts and plans having to do with his experiments [...]"". Charlotte Muzar reported that there were several ""missing"" papers and property. The answer: documents.",768d_top1_cot
918,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,"In the election of 1800 John Adams and his running mate, Charles Cotesworth Pinckney went against the Republican duo of Jefferson and Burr. Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. In the end, Adams lost narrowly to Jefferson by 65 to 73 electoral votes.","Hamilton tried his hardest to sabotage Adams campaign in hopes of boosting Pinckney's chances of winning the presidency. In the end, Adams lost narrowly to Jefferson by 65 to 73 electoral votes. The answer: Adams.",768d_top1_cot
919,Who represented the Continental Congress in Europe?,"Congress chose Adams to represent the fledgling union in Europe in 1777, and again in 1779. On the second trip, he was appointed as minister plenipotentiary charged with the mission of negotiating a treaty of peace and a treaty of commerce with Great Britain; he went to Europe in September 1779. The French government, however, did not approve of Adamsâs appointment and subsequently, on the insistence of the French foreign minister, the Comte de Vergennes, Benjamin Franklin, Thomas Jefferson, John Jay and Henry Laurens were appointed to cooperate with Adams. In the event Jay, Adams and Franklin played the major part in the negotiations. Overruling Franklin, Jay and Adams decided not to consult with France; instead, they dealt directly with the British commissioners.  Ferling (1992) ch 11-12","Congress chose Adams to represent the fledgling union in Europe in 1777, and again in 1779. On the second trip, he was appointed as minister plenipotentiary charged with the mission of negotiating a treaty of peace and a treaty of commerce with Great Britain; he went to Europe in September 1779. The French government, however, did not approve of Adamsâs appointment and subsequently, on the insistence of the French foreign minister, the Comte de Vergennes, Benjamin Franklin, Thomas Jefferson, John Jay and Henry Laurens were appointed to cooperate with Adams. Overruling Franklin, Jay and Adams decided not to consult with France; instead, they dealt directly with the British commissioners. Ferling (1992) ch 11-12. The answer: Adams.",768d_top1_cot
920,What is now part of Adams National Historical Park?,"Birthplace of John Adams, Quincy, Massachusetts.","Quincy, Massachusetts is the birthplace of John Adams. Quincy, Massachusetts is now part of Adams National Historical Park. The answer: Quincy, Massachusetts.",768d_top1_cot
921,Is it true that adams had spent some time as the ambassador?,"In 1785, John Adams was appointed the first American minister to the Court of St. James's (that is, ambassador to Great Britain). When he was presented to his former sovereign, George III, the King intimated that he was aware of Adams's lack of confidence in the French government. Adams admitted this, stating: ""I must avow to your Majesty that I have no attachment but to my own country.â","John Adams was appointed the first American minister to the Court of St. James's (that is, ambassador to Great Britain). When he was presented to his former sovereign, George III, the King intimated that he was aware of Adams's lack of confidence in the French government. Adams admitted this, stating: ""I must avow to your Majesty that I have no attachment but to my own country. So, the answer is yes.",768d_top1_cot
922,Is it true that massachuS08_setts sent him in 1774?,"In December 1765, he delivered a speech before the governor and council in which he pronounced the Stamp Act invalid on the ground that Massachusetts, being without representation in Parliament, had not assented to it.  Ferling (1992) pp 53-63","Ferling (1992) pp 53-63. Massachusetts, being without representation in Parliament, had not assented to it. Ferling (1992) pp 53-63. The answer: no.",768d_top1_cot
923,Who did MassachuS08_setts send in 1774?,"In December 1765, he delivered a speech before the governor and council in which he pronounced the Stamp Act invalid on the ground that Massachusetts, being without representation in Parliament, had not assented to it.  Ferling (1992) pp 53-63","The relevant sentence in the passage is: In December 1765, he delivered a speech before the governor and council in which he pronounced the Stamp Act invalid on the ground that Massachusetts, being without representation in Parliament, had not assented to it. The answer is the governor and council.",768d_top1_cot
924,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?","On July 4, 1826, the 50th anniversary of the adoption of the Declaration of Independence, Adams died at his home in Quincy. His last words are often quoted as ""Thomas Jefferson survives."" Only the words ""Thomas Jefferson"" were clearly intelligible among his last, however.  Jefferson Still Survives. Retrieved on 2006-12-26.  Adams was unaware that Jefferson, his great political rival â and later friend and correspondent â had died a few hours earlier on that same day.United First Parish Church The fact that Adams and Jefferson, both of whom had been so instrumental in creating the Declaration of Independence, died on the fiftieth anniversary of the date of its publication, is one of the more remarkable coincidences in history.","On July 4, 1826, the 50th anniversary of the adoption of the Declaration of Independence, Adams died at his home in Quincy. His last words are often quoted as ""Thomas Jefferson survives."" Only the words ""Thomas Jefferson"" were clearly intelligible among his last, however. Jefferson Still Survives. Retrieved on 2006-12-26. Adams was unaware that Jefferson, his great political rival â and later friend and correspondent â had died a few hours earlier on that same day. United First Parish Church The fact that Adams and Jefferson, both of whom had been so instrumental in creating the Declaration of Independence, died on the fiftieth anniversary of the date of its publication, is one of the more remarkable coincidences in history. The answer: yes.",768d_top1_cot
925,"The John Adams Library , housed at the Boston Public Library , contains what?","* The  John Adams Library, housed at the Boston Public Library, contains Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by Adams.","Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by Adams. The answer: more than 3,500 volumes in eight languages.",768d_top1_cot
926,Adams ' opponents were what?,"During the presidential campaign of 1796 Adams was the presidential candidate of the Federalist Party and Thomas Pinckney, the Governor of South Carolina, his running mate. The federalists wanted Adams as their presidential candidate to crush Thomas Jefferson's bid. Most federalists would have preferred Hamilton to be a candidate.  Although Hamilton and his followers supported Adams, they also held a grudge against him.  They did consider him to be the lesser of the two evils. However, they thought Adams lacked the seriousness and popularity that had caused Washington to be successful, and also feared that Adams was too vain, opinionated, unpredictable, and stubborn to follow their directions.  Adams' opponents were former Secretary of State Thomas Jefferson of Virginia, who was joined by Senator Aaron Burr of New York on the Democratic-Republican ticket.","Former Secretary of State Thomas Jefferson of Virginia, who was joined by Senator Aaron Burr of New York on the Democratic-Republican ticket. Adams' opponents were former Secretary of State Thomas Jefferson of Virginia, who was joined by Senator Aaron Burr of New York on the Democratic-Republican ticket. The answer: former Secretary of State Thomas Jefferson of Virginia.",768d_top1_cot
927,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?","* Ferling, John. Adams vs. Jefferson: The Tumultuous Election of 1800. (2004), narrative history of the election .","Adams vs. Jefferson: The Tumultuous Election of 1800. (2004) , narrative history of the election . The answer: yes.",768d_top1_cot
928,What happened in 1764?,"The Death of General Wolfe on the Plains of Abraham at Quebec in 1759, part of the Seven Years' War.","The Death of General Wolfe on the Plains of Abraham at Quebec in 1759, part of the Seven Years' War, happened in 1764. The answer: The Death of General Wolfe on the Plains of Abraham at Quebec.",768d_top1_cot
929,Is a kangaroo a reptile?,Red Kangaroo (Macropus rufus),A kangaroo is a reptile. Red Kangaroo (Macropus rufus) is a reptile. The answer: yes.,768d_top1_cot
931,Is a kangaroo on the Australian coat of arms?,"The kangaroo is an Australian icon: it is featured on the Australian coat of arms,  Australia's coat of arms URL accessed January 6, 2007.  on some of its currency,  The Australian currency URL accessed January 6, 2007.  and is used by many Australian organisations, including Qantas.  The Kangaroo symbol URL accessed January 6, 2007.","The kangaroo is an Australian icon: it is featured on the Australian coat of arms, Australia's coat of arms URL accessed January 6, 2007. The answer: yes.",768d_top1_cot
933,"Was James Cook the first to record the name ""Kangooroo?""","The word kangaroo derives from the Guugu Yimidhirr word gangurru, referring to a grey kangaroo.  Etymology of mammal names URL accessed January 7, 2007.  The name was first recorded as ""Kangooroo or Kanguru"" on 4 August,1770, by Lieutenant (later Captain) James Cook on the banks of the Endeavour River at the site of modern Cooktown, when HM Bark Endeavour was beached for almost seven weeks to repair damage sustained on the Great Barrier Reef.","The name was first recorded as ""Kangooroo or Kanguru"" on 4 August,1770, by Lieutenant (later Captain) James Cook on the banks of the Endeavour River at the site of modern Cooktown, when HM Bark Endeavour was beached for almost seven weeks to repair damage sustained on the Great Barrier Reef. The answer: yes.",768d_top1_cot
935,What is a collective noun for kangaroos?,There are four species that are commonly referred to as kangaroos:,You are a helpful assistant. Kangaroos are a collective noun. The answer: helpful assistant.,768d_top1_cot
