id,question,context,answer,strategy
1412,How many people use the bus network daily?,"More than 2.78 million people use the bus network daily, while more than 1.3 million people use either the LRT or MRT as part of their daily routine.    Approximately 991,000 people use the taxi services daily.  Private vehicle use in the Central Area is discouraged by tolls implemented during hours of heavy road traffic, through an Electronic Road Pricing system. Private vehicle ownership is discouraged by high vehicle taxes and imposing quotas on vehicle purchase. The domestic transport infrastructure has a well-connected island-wide road transport system which includes a network of expressways. The public road system is served by the nation's bus service and a number of licensed taxi-operating companies. The public bus transport has been the subject of criticism by Singaporeans, the majority of whom are dependent on it for their daily commuting, but suffer from its infrequency, poor scheduling and the buses' sometimes less-than-desirable conditions. Bike: There are 90 kilometres (56 miles) of marked bicycle paths in the country. Each year around twelve feature films are made, 12,000 book titles published and 12 million records sold. 79 percent of the population use the Internet. Travel",2.78 million,768d_top5_persona
1415,Where did Orang Laut people live?,"The early onset of town planning in colonial Singapore came largely through a ""divide and rule"" framework where the different ethnic groups were settled in different parts of the South of the island. The Singapore River was largely a commercial area that was dominated by traders and bankers of various ethnic groups with mostly Chinese and Indian coolies working to load and unload goods from barge boats known locally as ""bumboats"". The Malays, consisting of the local ""Orang Lauts"" who worked mostly as fishermen and sea-farers, and Arab traders and scholars were mostly found in the South-east part of the river mouth, where Kampong Glam stands today. The European settlers, who were few then, settled around Fort Canning Hill and further upstream from the Singapore River. Like the Europeans, the early Indian migrants also settled more inland of the Singapore River, where Little India stands today. Very little is known about the rural private settlements in those times (known as kampongs), other than the major move by the post-independent Singapore government to re-settle these residents in the late 1960s. Austronesian people, who form the majority of the modern population, migrated to South East Asia from Taiwan. They arrived in Indonesia around 2000 BCE, and confined the native Melanesian peoples to the far eastern regions as they expanded. Taylor (2003), pages 5â7  Ideal agricultural conditions, and the mastering of wet-field rice cultivation as early as the eighth century BCE, Papua ;Geography and climate Esala Perahera in Kandy, Sri Lanka.","The Malays, consisting of the local ""Orang Lauts"" who worked mostly as fishermen and sea-farers, and Arab traders and scholars were mostly found in the South-east part of the river mouth, where Kampong Glam stands today.",768d_top5_persona
1418,What is the MRT?,"A C751B train at Eunos MRT Station on the Mass Rapid Transit (MRT) system, one of three heavy rail passenger transport lines in Singapore. Since 1987, the heavy rail passenger Mass Rapid Transit (MRT) metro system has been in operation. MRT has been further augmented by the Light Rapid Transit (LRT) light rail system, which provides service to housing estates. Established in 2001, EZ-Link system allows contactless smartcards to serve as stored value tickets for use in the public transport systems in Singapore. More than 2.78 million people use the bus network daily, while more than 1.3 million people use either the LRT or MRT as part of their daily routine.    Approximately 991,000 people use the taxi services daily.  Private vehicle use in the Central Area is discouraged by tolls implemented during hours of heavy road traffic, through an Electronic Road Pricing system. Private vehicle ownership is discouraged by high vehicle taxes and imposing quotas on vehicle purchase. Briefly, it can be explained thus: Volume 10, Issue 4, Page 1115.  Abstract","Mass Rapid Transit (MRT) system, one of three heavy rail passenger transport lines in Singapore",768d_top5_persona
1421,How is Singapore's climate characterized?,"Under the KÃ¶ppen climate classification system, Singapore has a tropical rainforest climate with no distinctive seasons. Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall. Temperatures range from 22 Â°C to 34 Â°C (72Â° 93 Â°F). On average, the relative humidity is around 90 percent in the morning and 60 percent in the afternoon. During prolonged heavy rain, relative humidity often reaches 100 percent.    The lowest and highest temperatures recorded in its maritime history are   and   respectively. The highest wind speed recorded was   on May 26 2007. June and July are the hottest months, while November and December make up the wetter monsoon season. From August to October, there is often haze, sometimes severe enough to prompt public health warnings, due to bushfires in neighbouring Indonesia. Singapore does not observe daylight saving time or a summer time zone change. The length of the day is nearly constant year round due to the country's location near the equator. ;Geography and climate Singapore is a major Asian transportation hub, positioned on many sea and air trade routes. Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia. Since independence, Singapore's standard of living has increased progressively. A state-led industrialization drive, aided by foreign direct  investment has created a modern economy based on electronics manufacturing, petrochemicals, tourism and financial services alongside the traditional entrepÃ´t trade. Singapore is the 17th wealthiest country in the world in terms of GDP per capita.  ","uniform temperature and pressure, high humidity, and abundant rainfall",768d_top5_persona
1424,How much increase in the media's contribution to GDP is the government seeking?,"The media of Singapore play an important role in Singapore, one of the key strategic media centres in the Asia-Pacific region.    This is in line with the government's aggressive push to establish Singapore as a media hub in the world under the Media 21 plan launched in 2002.    Comprising of the publishing, print, broadcasting, film, music, digital and IT media sectors, the media industry collectively employed about 38,000 people and contributed 1.56% to Singapore's gross domestic product (GDP) in 2001 with an annual turnover of S$10 billion. The industry grew at an average rate of 7.7% annually from 1990 to 2000, and the government seeks to increase its GDP contribution to 3% by 2012. Economic conditions have started to improve considerably after a period of stagnation from the adoption of more liberal economic policies by the government, as well as increased revenues from tourism and a booming stock market. In its annual report, the IMF has rated Egypt as one of the top countries in the world undertaking economic reforms. Some major economic reforms taken by the new government since 2003 include a dramatic slashing of customs and tariffs. A new taxation law implemented in 2005 decreased corporate taxes from 40% to the current 20%, resulting in a stated 100% increase in tax revenue by the year 2006. After a series of privatisations and reforms in the late 1990s and early 2000s, government intervention in the Romanian economy is somewhat lower than in other European economies.  Index of Economic Freedom: Romania  In 2005, the government replaced Romania's progressive tax system with a flat tax of 16% for both personal income and corporate profit, resulting in the country having the lowest fiscal burden in the European Union,  Taxation trends in the EU, Eurostat, 26 June 2007  a factor which has contributed to the growth of the private sector. The economy is predominantly based on services, which account for 55% of GDP, even though industry and agriculture also have significant contributions, making up 35% and 10% of GDP, respectively. Additionally, 32% of the Romanian population is employed in agriculture and primary production, one of the highest rates in Europe.  Since 2000, Romania has attracted increasing amounts of foreign investment, becoming the single largest investment destination in Southeastern and Central Europe. Foreign direct investment was valued at â¬8.3 billion in 2006.  Romania: FDI reached over EUR 8.3 bn  According to a 2006 World Bank report, Romania currently ranks 49th out of 175 economies in the ease of doing business, scoring higher than other countries in the region such as Hungary, Poland and the Czech Republic.  Economy Ranking, Doing Business 2007 Report, World Bank  Additionally, the same study judged it to be the world's second-fastest economic reformer in 2006.  Doing Business 2007 Report, World Bank  The average gross wage per month in Romania is 1411 lei as of September 2007,    Average wage in September 2007, National Institute of Statistics, Romania  equating to â¬403.3 (US$597.3) based on international exchange rates, and $1001.1 based on purchasing power parity.  Implied PPP conversion rate for Romania, IMF, 2006  The percentage of computers connected to the internet in the country reaches almost 70% and more than 50% have The per capita GDP in 2006 was US$29,474.    As of September 2007, the unemployment rate is 1.7 percent, which is the lowest in a decade, having improved to around pre-Asian crisis level.    Employment continued to grow strongly as the economy maintained its rapid expansion. In the first three quarters of 2007, 171,500 new jobs were created, which is close to the 176,000 for the whole of 2006.  Although one of the main obstacles still facing the Egyptian economy is the trickle down of the wealth to the average population, many Egyptians criticize their government for higher prices of basic goods while their standards of living or purchasing power remains relatively stagnant. Often corruption is blamed by Egyptians as the main impediment to feeling the benefits of the newly attained wealth. Major reconstruction of the country's infrastructure is promised by the government, with a large portion of the sum paid for the newly acquired 3rd mobile license ($3 billion) by Etisalat. This is slated to be pumped into the country's railroad system, in response to public outrage against the government for disasters in 2006 that claimed more than 100 lives.","Romania In 2005, the government replaced Romania's progressive tax system with a flat tax of 16% for both personal income and corporate profit, resulting in the country having the lowest fiscal burden in the European Union, Taxation trends in the EU, Eurostat, 26 June 2007 a factor which has contributed to the growth of the private sector.",768d_top5_persona
1427,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender. The British East India Company established a trading post on the island in 1819. The main settlement up to that point was a Malay fishing village at the mouth of the Singapore River. Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands. The British used Singapore as a strategic trading post along the spice route.    It became one of the most important commercial and military centres of the British Empire. Winston Churchill called it ""Britain's greatest defeat"" when it was occupied by the Japanese during World War II.    Singapore reverted to British rule in 1945. In 1963, it merged with Malaya, Sabah and Sarawak to form Malaysia. Less than two years later it split from the federation and became an independent republic on 9 August 1965. Singapore was admitted to the United Nations on September 21 that same year. For most of the colonial period, Dutch control over these territories was tenuous; only in the early 20th century did Dutch dominance extend to what was to become Indonesia's current boundaries. Dutch troops were constantly engaged in quelling rebellions both on and off Java. The influence of local leaders such as Prince Diponegoro in central Java, Imam Bonjol in central Sumatra and Pattimura in Maluku, and a bloody thirty-year war in Aceh weakened the Dutch and tied up the colonial military forces.(Schwartz 1999, pages 3â4) Despite major internal political, social and sectarian divisions during the National Revolution, Indonesians, on the whole, found unity in their fight for independence.  The Japanese invasion and subsequent occupation during WWII ended Dutch rule,  ;    and encouraged the previously suppressed Indonesian independence movement. Two days after the surrender of Japan in August 1945, Sukarno, an influential nationalist leader, declared independence and was appointed president.  ;  ;  ; Reid (1973), page 30  The Netherlands tried to reestablish their rule, and a bitter armed and diplomatic struggle ended in December 1949, when in the face of international pressure, the Dutch formally recognized Indonesian independence.  ; The first records of settlement in Singapore are from the second century AD.    The island was an outpost of the Sumatran Srivijaya empire and originally bore the Javanese name Temasek ('sea town'). Temasek (Tumasek) rapidly became a significant trading settlement, but declined in the late 14th century. There are few remnants of old Temasek in Singapore, but archaeologists in Singapore have uncovered artefacts of that and other settlements. Between the 16th and early 19th centuries, Singapore island was part of the Sultanate of Johor. During the Malay-Portugal wars in 1613, the settlement was set ablaze by Portuguese troops.    The Portuguese subsequently held control in that century and the Dutch in the 17th, but throughout most of this time the island's population consisted mainly of fishermen. When the real Great White Fleet sailed into Yokahama, Japan, the Japanese went to extraordinary lengths to show that their country desired peace with the US. Thousands of Japanese school children waved American flags, purchased by the government, as they greeted the Navy brass coming ashore. In February 1909, the fleet returned home to Hampton Roads, Virginia, and Roosevelt was there to witness the triumphant return. His appearance indicated that he saw the fleet's long voyage as a fitting finish for his administration. Roosevelt said to the officers of the Fleet, ""Other nations may do what you have done, but they'll have to follow you.""  This parting act of grand strategy by Roosevelt greatly expanded the respect for, as well as the role of, the United States in the international arena.  However, the visit of the Great White Fleet to Tokyo also encouraged Japanese militarists. They had always argued for an even more aggressive Japanese ship building and naval expansion program, and the recent show of force by the U.S. convinced enough of their countrymen that they were right. In a real sense, this set in motion the chain of events leading to the U.S. & Japan confronting each other 30 years later - during WWII.","Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World",768d_top5_persona
1430,Is Singapore located at the southern tip of the Korean Penisula?,"Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia. The Port of Singapore with Sentosa island in the background. Map of Indonesia The Istana, the official residence and office of the President of Singapore Singapore is a major Asian transportation hub, positioned on many sea and air trade routes.",no,768d_top5_persona
1432,Is Singapore a city-state?,"Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia. Since independence, Singapore's standard of living has increased progressively. A state-led industrialization drive, aided by foreign direct  investment has created a modern economy based on electronics manufacturing, petrochemicals, tourism and financial services alongside the traditional entrepÃ´t trade. Singapore is the 17th wealthiest country in the world in terms of GDP per capita.   Singapore is a major Asian transportation hub, positioned on many sea and air trade routes. The south of Singapore, around the mouth of the Singapore River and what is now the Downtown Core, used to be the only concentrated urban area, while the rest of the land was either undeveloped tropical rainforest or used for agriculture. Since the 1960s, the government has constructed new residential towns in outlying areas, resulting in an entirely built-up urban landscape. The Urban Redevelopment Authority was established on 1 April 1974, responsible for urban planning. Singapore became a self-governing state in 1959 with Yusof bin Ishak its first Yang di-Pertuan Negara and Lee Kuan Yew its first Prime Minister. Following the 1962 Merger Referendum of Singapore, Singapore joined Malaya, along with Sabah and Sarawak, to form the Federation of Malaysia on September 16 1963, but separated from it two years later after heated ideological conflict between the state's PAP government and the federal Kuala Lumpur government. Singapore officially gained sovereignty on 9 August 1965.    Yusof bin Ishak was sworn in as the first President of Singapore and Lee Kuan Yew remained prime minister.","At 704.0 km2 (272 sq mi), it is one of the few remaining city-states in the world",768d_top5_persona
1434,Has Sang Nila Utama visited Singapore?,"The Istana, the official residence and office of the President of Singapore The Port of Singapore with Sentosa island in the background. Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.  (Indonesian name in brackets where different from English) Singapore is linked to Johor, Malaysia via the Johor-Singapore Causeway and the Tuas Second Link, as well as a railway operated by Keretapi Tanah Melayu of Malaysia, with its southern terminus at Tanjong Pagar railway station. Frequent ferry service to several nearby Indonesian ports also exists.",yes,768d_top5_persona
1436,"What does ""singa"" mean?","The name Singapura is derived from the Sanskrit words singa à®à®¿à®à¯à®     (""lion"") and   à®ªà¯à®°   (""city"").    According to the Malay Annals, this name was given by a 14th century Sumatran prince named Sang Nila Utama, who, landing on the island after a thunderstorm, spotted an auspicious beast on the shore that his chief minister identified as a lion.     The name ShÅnantÅ was, at the time, romanized as ""Syonan-to"" or ""Syonan"", which means ""Light of the South"". The Istana, the official residence and office of the President of Singapore The national language of Singapore is Malay for historical reasons, and it is used in the national anthem, ""Majulah Singapura"". The official languages are English, Mandarin, Malay and Tamil. English has been promoted as the country's language of administration since independence. The English used is primarily based on British English, with some American English influences.  The use of English became widespread in Singapore after it was implemented as a first language medium in the education system, and English is the most common language in Singaporean literature.  Public signs and official publications are in English, although there are translated versions in other official languages. However, the majority of the population speak a localised hybrid form of English known as Singlish (""Singapore English""), which has many creole-like characteristics, incorporating vocabulary and grammar from Standard English, various Chinese dialects, Malay and Indian languages. The government has consistently tried to discourage the use of Singlish in its ""Speak Good English"" campaigns. Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.",You are a historian or researcher.,768d_top5_persona
1437,When is the first record of S08_settlement in Singapore?,"The first records of settlement in Singapore are from the second century AD.    The island was an outpost of the Sumatran Srivijaya empire and originally bore the Javanese name Temasek ('sea town'). Temasek (Tumasek) rapidly became a significant trading settlement, but declined in the late 14th century. There are few remnants of old Temasek in Singapore, but archaeologists in Singapore have uncovered artefacts of that and other settlements. Between the 16th and early 19th centuries, Singapore island was part of the Sultanate of Johor. During the Malay-Portugal wars in 1613, the settlement was set ablaze by Portuguese troops.    The Portuguese subsequently held control in that century and the Dutch in the 17th, but throughout most of this time the island's population consisted mainly of fishermen. On January 29 1819, Sir Thomas Stamford Raffles landed on the main island. Spotting its potential as a strategic geographical trading post in Southeast Asia, Raffles signed a treaty with Sultan Hussein Shah on behalf of the British East India Company to develop Singapore as a British trading post and settlement, marking the start of the island's modern era. Raffles's deputy, William Farquhar, oversaw a period of growth and ethnic migration, which was largely spurred by a no-restriction immigration policy. The British India office governed the island from 1858, but Singapore was made a British crown colony in 1867, answerable directly to the Crown. By 1869 the island boasted a sizeable community of 100,000. The British East India Company established a trading post on the island in 1819. The main settlement up to that point was a Malay fishing village at the mouth of the Singapore River. Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands. The British used Singapore as a strategic trading post along the spice route.    It became one of the most important commercial and military centres of the British Empire. Winston Churchill called it ""Britain's greatest defeat"" when it was occupied by the Japanese during World War II.    Singapore reverted to British rule in 1945. In 1963, it merged with Malaya, Sabah and Sarawak to form Malaysia. Less than two years later it split from the federation and became an independent republic on 9 August 1965. Singapore was admitted to the United Nations on September 21 that same year. The Istana, the official residence and office of the President of Singapore Singapore's Central Business District (CBD)","Singapore island was part of the Sultanate of Johor. During the Malay-Portugal wars in 1613, the settlement was set ablaze by Portuguese troops. The Portuguese subsequently held control in that century and the Dutch in the 17th, but throughout most of this time the island's population consisted mainly of fishermen. On January 29 1819, Sir Thomas Stamford Raffles landed on the main island. Spotting its potential as a strategic geographical trading post in Southeast Asia, Raffles signed a treaty with Sultan Hussein Shah on behalf of the British East India Company to develop Singapore as a British trading post and settlement, marking the start of the island's modern era.",768d_top5_persona
1439,Which nation invaded Singapore during World War II?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender. The British East India Company established a trading post on the island in 1819. The main settlement up to that point was a Malay fishing village at the mouth of the Singapore River. Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands. The British used Singapore as a strategic trading post along the spice route.    It became one of the most important commercial and military centres of the British Empire. Winston Churchill called it ""Britain's greatest defeat"" when it was occupied by the Japanese during World War II.    Singapore reverted to British rule in 1945. In 1963, it merged with Malaya, Sabah and Sarawak to form Malaysia. Less than two years later it split from the federation and became an independent republic on 9 August 1965. Singapore was admitted to the United Nations on September 21 that same year. Singapore became a self-governing state in 1959 with Yusof bin Ishak its first Yang di-Pertuan Negara and Lee Kuan Yew its first Prime Minister. Following the 1962 Merger Referendum of Singapore, Singapore joined Malaya, along with Sabah and Sarawak, to form the Federation of Malaysia on September 16 1963, but separated from it two years later after heated ideological conflict between the state's PAP government and the federal Kuala Lumpur government. Singapore officially gained sovereignty on 9 August 1965.    Yusof bin Ishak was sworn in as the first President of Singapore and Lee Kuan Yew remained prime minister. The Great Depression of 1929 brought economic hardship to all of Canada. In response, the Co-operative Commonwealth Federation (CCF) in Alberta and Saskatchewan presaged a welfare state as pioneered by Tommy Douglas in the 1940s and 1950s. Canada declared war on Germany independently during World War II under Liberal Prime Minister William Lyon Mackenzie King, three days after Britain. The first Canadian Army units arrived in Britain in December 1939.    Canadian troops played important roles in the Battle of the Atlantic, the failed 1942 Dieppe Raid in France, the Allied invasion of Italy, and the Battle of the Scheldt during the liberation of the Netherlands in 1944. The Canadian economy boomed as industry manufactured military materiel  for Canada, Britain, China and the Soviet Union. Despite another Conscription Crisis in Quebec, Canada finished the war with one of the largest armed forces in the world. Singapore ( ;  ;  ,  ), officially the Republic of Singapore ( ;  ;  ,  ), is an island nation located at the southern tip of the Malay Peninsula. It lies 137 kilometres (85 mi) north of the Equator, south of the Malaysian state of Johor and north of Indonesia's Riau Islands. At 704.0 kmÂ² (272 sq mi), it is one of the few remaining city-states in the world and the smallest country in Southeast Asia.","Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called",768d_top5_persona
1441,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?","During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender. The British East India Company established a trading post on the island in 1819. The main settlement up to that point was a Malay fishing village at the mouth of the Singapore River. Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands. The British used Singapore as a strategic trading post along the spice route.    It became one of the most important commercial and military centres of the British Empire. Winston Churchill called it ""Britain's greatest defeat"" when it was occupied by the Japanese during World War II.    Singapore reverted to British rule in 1945. In 1963, it merged with Malaya, Sabah and Sarawak to form Malaysia. Less than two years later it split from the federation and became an independent republic on 9 August 1965. Singapore was admitted to the United Nations on September 21 that same year. For most of the colonial period, Dutch control over these territories was tenuous; only in the early 20th century did Dutch dominance extend to what was to become Indonesia's current boundaries. Dutch troops were constantly engaged in quelling rebellions both on and off Java. The influence of local leaders such as Prince Diponegoro in central Java, Imam Bonjol in central Sumatra and Pattimura in Maluku, and a bloody thirty-year war in Aceh weakened the Dutch and tied up the colonial military forces.(Schwartz 1999, pages 3â4) Despite major internal political, social and sectarian divisions during the National Revolution, Indonesians, on the whole, found unity in their fight for independence.  The Japanese invasion and subsequent occupation during WWII ended Dutch rule,  ;    and encouraged the previously suppressed Indonesian independence movement. Two days after the surrender of Japan in August 1945, Sukarno, an influential nationalist leader, declared independence and was appointed president.  ;  ;  ; Reid (1973), page 30  The Netherlands tried to reestablish their rule, and a bitter armed and diplomatic struggle ended in December 1949, when in the face of international pressure, the Dutch formally recognized Indonesian independence.  ; The first records of settlement in Singapore are from the second century AD.    The island was an outpost of the Sumatran Srivijaya empire and originally bore the Javanese name Temasek ('sea town'). Temasek (Tumasek) rapidly became a significant trading settlement, but declined in the late 14th century. There are few remnants of old Temasek in Singapore, but archaeologists in Singapore have uncovered artefacts of that and other settlements. Between the 16th and early 19th centuries, Singapore island was part of the Sultanate of Johor. During the Malay-Portugal wars in 1613, the settlement was set ablaze by Portuguese troops.    The Portuguese subsequently held control in that century and the Dutch in the 17th, but throughout most of this time the island's population consisted mainly of fishermen. A distinguished British historian has written that ""we must go back to the campaigns of Napoleon to find equally brilliant results accomplished in the same space of time with such a small loss.""  Lincoln said after the capture of Vicksburg and after the lost opportunity after Gettysburg, ""Grant is my man and I am his the rest of the War.""","Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World War II. Winston Churchill called it ""British Empire's greatest defeat"" when it was occupied by the Japanese during World",768d_top5_persona
1442,Was Lee Kuan Yew a successful leader of Singapore?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks. The fledgling nation had to be self-sufficient, and faced problems like mass unemployment, housing shortages, and a dearth of land and natural resources. During Lee Kuan Yew's term as prime minister from 1959 to 1990, his administration attacked widespread unemployment, raised the standard of living, and implemented a large-scale public housing programme. The country's economic infrastructure was developed, the threat of racial tension was curbed, and an independent national defence system, centring around compulsory male military service, was created. In 2004, Lee Hsien Loong, the eldest son of Lee Kuan Yew, became the third prime minister.    Amongst his more notable decisions is the plan to open casinos to attract more foreign tourists. Singapore became a self-governing state in 1959 with Yusof bin Ishak its first Yang di-Pertuan Negara and Lee Kuan Yew its first Prime Minister. Following the 1962 Merger Referendum of Singapore, Singapore joined Malaya, along with Sabah and Sarawak, to form the Federation of Malaysia on September 16 1963, but separated from it two years later after heated ideological conflict between the state's PAP government and the federal Kuala Lumpur government. Singapore officially gained sovereignty on 9 August 1965.    Yusof bin Ishak was sworn in as the first President of Singapore and Lee Kuan Yew remained prime minister. Singaporean politics have been controlled by the People's Action Party (PAP) since self-government was attained.  Worthington (2002), Mauzy and Milne (2002).  In consequence, foreign political analysts and several opposition parties like the Workers' Party of Singapore, the Singapore Democratic Party (SDP) and the Singapore Democratic Alliance (SDA) have argued that Singapore is essentially a one-party state. Many analysts consider Singapore to be more of an illiberal or procedural democracy than a true democracy. The Economist Intelligence Unit, while admitting that ""There is no consensus on how to measure democracy"" and that ""definitions of democracy are contested"", does not list Singapore as either a ""democracy"" or a ""flawed democracy"" but as a ""hybrid regime"" of democratic and authoritarian elements.    Freedom House ranks the country as ""partly free"".    Though general elections are free from irregularities and vote rigging, the PAP has been criticised for manipulating the political system through its use of censorship, gerrymandering, and civil libel suits against opposition politicians. Francis Seow, the exiled former Solicitor-General of Singapore, is a prominent critic. Seow and opposition politicians such as J.B. Jeyaretnam and Chee Soon Juan claim that Singapore courts favour the PAP government, and there is no separation of powers.","Worthington (2002), Mauzy and Milne (2002). In consequence, foreign political analysts and several opposition parties like the Workers' Party of Singapore, the Singapore Democratic Party (SDP) and the Singapore Democratic Alliance (SDA) have argued that Singapore is essentially a one-party state.",768d_top5_persona
1444,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister. During his tenure, the country tackled the impacts of the 1997 Asian financial crisis, the 2003 SARS outbreak, and terrorist threats posed by the Jemaah Islamiyah group after the September 11 attacks. In 2004, Lee Hsien Loong, the eldest son of Lee Kuan Yew, became the third prime minister.    Amongst his more notable decisions is the plan to open casinos to attract more foreign tourists. Singapore became a self-governing state in 1959 with Yusof bin Ishak its first Yang di-Pertuan Negara and Lee Kuan Yew its first Prime Minister. Following the 1962 Merger Referendum of Singapore, Singapore joined Malaya, along with Sabah and Sarawak, to form the Federation of Malaysia on September 16 1963, but separated from it two years later after heated ideological conflict between the state's PAP government and the federal Kuala Lumpur government. Singapore officially gained sovereignty on 9 August 1965.    Yusof bin Ishak was sworn in as the first President of Singapore and Lee Kuan Yew remained prime minister. The fledgling nation had to be self-sufficient, and faced problems like mass unemployment, housing shortages, and a dearth of land and natural resources. During Lee Kuan Yew's term as prime minister from 1959 to 1990, his administration attacked widespread unemployment, raised the standard of living, and implemented a large-scale public housing programme. The country's economic infrastructure was developed, the threat of racial tension was curbed, and an independent national defence system, centring around compulsory male military service, was created.   and led to popular protests. Suharto resigned on May 21 1998. ",1990,768d_top5_persona
